,?,n,y
328,48.58549,39.9969,11.417607
329,32.021183,48.005,19.973812
330,58.142345,32.920807,8.936848
331,56.46119,33.78658,9.75223
332,16.527637,38.3077,45.16467
333,17.37489,29.359674,53.26544
334,58.955376,32.680134,8.364491
335,14.722784,34.10911,51.168102
336,14.271948,34.96347,50.764584
337,14.907,38.557114,46.535885
338,31.158945,48.905884,19.93517
339,14.883656,36.710785,48.40556
340,25.636684,29.622232,44.741077
341,15.577577,35.51741,48.90501
342,15.99478,36.335396,47.669827
343,13.099475,32.49311,54.407413
344,20.039248,32.958992,47.001766
345,15.814911,35.875027,48.310062
346,31.896994,48.35782,19.745193
347,52.30345,38.56038,9.136174
348,16.050241,35.20987,48.73989
349,13.897056,31.755787,54.347157
350,15.559457,35.32174,49.118805
351,61.270214,30.502993,8.226795
352,15.664337,36.87507,47.46059
353,17.074627,33.37493,49.550438
354,19.521814,31.496721,48.98147
355,32.158005,49.23112,18.610876
356,33.90392,46.108437,19.987648
357,58.18339,32.8447,8.971912
358,16.909618,35.890503,47.199883
359,14.871873,30.010262,55.11787
360,57.31439,33.81704,8.868576
361,17.34738,33.52242,49.130203
362,29.62414,51.793526,18.582329
363,18.589657,35.31102,46.099327
364,29.00957,53.09229,17.898146
365,57.048218,34.17525,8.776531
366,57.670635,33.307655,9.021706
367,14.069697,37.96249,47.96781
368,16.742819,34.848156,48.40903
369,15.221675,35.888447,48.88988
370,58.15831,32.709488,9.132205
371,34.895367,45.406097,19.698534
372,15.107043,33.393044,51.499916
373,17.90182,31.11745,50.98073
374,35.559753,44.460327,19.97992
375,13.79817,37.849167,48.35266
376,57.625954,32.964115,9.409932
377,15.899748,35.0259,49.07435
378,16.008518,34.749672,49.241814
379,12.870677,32.772278,54.357044
380,51.309437,37.257454,11.433105
381,56.863815,33.62097,9.515211
382,14.58216,31.669426,53.748417
383,14.272083,33.24746,52.48046
384,35.07815,45.263412,19.658438
385,58.59273,32.596443,8.810829
386,58.520763,32.788307,8.690931
387,57.373272,33.501724,9.125005
388,58.521206,32.503372,8.975424
389,57.98065,32.981388,9.037959
390,32.04673,46.9988,20.95447
391,16.284016,33.141144,50.574844
392,60.227238,31.907537,7.865227
393,16.805767,37.73902,45.455215
394,18.193064,34.678993,47.127945
395,14.6621685,32.92207,52.41576
396,17.109877,33.547417,49.342705
397,18.586227,31.044119,50.369656
398,34.594227,45.573505,19.832272
399,58.835983,32.94761,8.216411
400,35.86968,42.971718,21.158598
401,14.267731,31.42353,54.308735
402,30.213875,50.65522,19.130898
403,13.467062,30.5996,55.93334
404,15.867477,29.840734,54.291786
405,15.316969,35.239826,49.443207
406,30.167671,51.5828,18.249529
407,17.630188,38.672684,43.69712
408,34.76294,45.06236,20.174706
409,16.686388,32.621296,50.69232
410,15.661207,35.1006,49.238186
411,14.094406,32.394375,53.51122
412,17.229534,34.18233,48.58813
413,16.728336,33.029854,50.24181
414,17.9728,31.798601,50.228603
415,17.105558,35.42316,47.47128
416,16.060534,34.110523,49.828945
417,14.805918,33.246815,51.947273
418,16.601042,34.42799,48.970966
419,14.635221,33.997257,51.367523
420,13.000278,32.44895,54.550766
421,16.007545,32.992977,50.99948
422,14.943586,33.918972,51.137436
423,29.214024,33.83079,36.95518
424,59.503357,32.388786,8.107854
425,13.68079,34.66142,51.657795
426,14.401144,35.55978,50.039078
427,15.927525,33.664886,50.40758
428,18.79143,31.958437,49.250134
429,12.356579,32.51793,55.125492
430,15.728837,35.071148,49.200016
431,15.3751135,31.90178,52.723103
432,17.653435,34.96746,47.37911
433,35.411465,44.427094,20.161442
