,n,?,y
210,34.67852,32.386604,32.93488
211,33.25542,33.65733,33.087246
212,34.304417,33.516018,32.179565
213,32.53729,33.867092,33.59561
214,37.020245,30.408155,32.571598
215,35.894524,32.30044,31.805038
216,37.28772,30.839512,31.87277
217,32.583935,31.588066,35.828
218,34.837032,32.173286,32.98968
219,34.798042,31.799856,33.402103
220,31.723448,33.95689,34.319664
221,35.497288,27.112118,37.390594
222,37.272587,38.146744,24.580667
223,34.71741,34.9406,30.34199
224,33.69726,32.839996,33.46274
225,33.951138,31.689495,34.35937
226,29.223515,34.317936,36.45854
227,34.888943,35.68267,29.428387
228,35.035606,30.447283,34.51711
229,27.757484,36.104107,36.138405
230,32.351143,42.32546,25.323397
231,33.99216,33.665478,32.34236
232,30.968042,33.31519,35.716766
233,33.51626,29.737213,36.746525
234,35.922874,34.14419,29.932934
235,34.628204,36.66945,28.70235
236,32.14198,34.20532,33.652702
237,33.27556,32.812347,33.912094
238,32.90003,35.672455,31.427511
239,34.710075,38.279034,27.010887
240,34.359478,33.295048,32.345474
241,42.52205,23.987494,33.49046
242,31.626965,31.994682,36.378357
243,33.368637,31.477674,35.15369
244,50.762894,22.470608,26.766506
245,34.766815,32.555042,32.678146
246,31.982363,32.692333,35.325306
247,33.453007,32.117954,34.42904
248,33.284153,34.597954,32.117893
249,38.485302,30.28851,31.226196
250,37.412434,30.303076,32.284496
251,27.290556,38.43085,34.27859
252,37.28814,24.70486,38.007004
253,33.71275,33.545986,32.741272
254,33.162624,34.52751,32.309864
255,35.02371,33.026474,31.949816
256,41.79917,23.216976,34.983845
257,37.429836,31.724367,30.845795
258,32.458706,34.281967,33.25932
259,31.102068,32.974415,35.92352
260,32.42771,32.59534,34.976944
261,29.498466,37.028522,33.47301
262,35.385372,31.77149,32.84314
263,32.55244,32.8807,34.566868
264,32.211285,34.905895,32.88282
265,32.929836,34.707363,32.3628
266,31.325752,33.357124,35.317123
267,28.732903,34.6715,36.595596
268,33.03162,37.330326,29.638052
269,32.542645,30.587202,36.870155
270,31.215212,35.334362,33.450424
271,31.99572,31.84312,36.161167
272,32.587395,34.04242,33.37019
273,34.225906,30.730381,35.04371
274,33.63486,33.34595,33.019184
275,33.069683,34.053387,32.876934
276,33.994473,33.789295,32.21623
277,33.254986,33.974785,32.77023
278,34.45014,33.764477,31.785383
279,33.27335,32.97043,33.75622
280,34.493656,34.216057,31.290287
281,28.471676,35.936924,35.591396
282,32.686375,34.512375,32.801247
283,38.33769,36.820442,24.841864
284,34.989758,33.417015,31.593227
285,33.89287,34.539692,31.567436
286,32.787018,33.083534,34.129448
287,33.326687,33.20047,33.472843
288,32.281963,33.493607,34.22443
289,32.70628,33.372868,33.920856
290,31.625235,32.27419,36.100574
291,33.58219,34.38101,32.0368
292,33.460495,33.706985,32.83252
293,36.75509,25.225704,38.019203
294,32.68488,35.320297,31.994825
295,32.889404,33.961426,33.149166
296,33.004856,33.2914,33.703747
297,33.98994,32.64218,33.367878
298,30.22306,33.453312,36.32363
299,35.689655,37.500675,26.809671
300,39.990417,28.13728,31.872303
301,33.26399,33.537148,33.198864
302,35.767723,32.53492,31.69736
303,33.26195,33.837074,32.900974
304,33.487164,33.36148,33.151352
305,32.62162,32.534294,34.844086
306,31.358498,34.37332,34.26818
307,33.94448,37.200333,28.855186
308,32.482098,32.574432,34.943466
309,33.21392,32.305027,34.481052
310,33.06173,32.88929,34.048985
311,32.985073,33.603203,33.41172
312,33.074318,33.42306,33.50262
313,36.12828,33.415546,30.456177
314,32.47416,34.914303,32.611538
315,34.341274,32.31445,33.34427
316,31.209894,34.777454,34.012653
317,33.570908,33.28391,33.145184
318,33.367176,34.14421,32.488613
319,35.216454,33.628994,31.154547
320,34.853424,33.53097,31.615608
321,27.663752,31.454718,40.881523
322,33.81807,33.7485,32.43343
323,32.075138,31.75868,36.166183
324,35.365105,31.056309,33.57859
325,32.274315,31.52084,36.20484
326,38.34824,24.3248,37.326965
327,33.339287,33.00699,33.653717
328,33.884808,33.524944,32.590244
329,31.150078,36.263447,32.58648
330,32.46896,32.95801,34.573032
331,34.4255,27.423704,38.150803
332,35.571777,29.647577,34.780643
333,33.256355,33.466103,33.277542
334,32.80695,31.830698,35.362347
335,33.360016,33.655323,32.984657
336,32.056725,34.034946,33.90833
337,35.068344,31.44501,33.48665
338,33.96896,32.277435,33.753597
339,34.82111,31.944094,33.234802
340,28.469553,34.933598,36.59685
341,33.088383,33.124744,33.78687
342,33.530804,33.67606,32.793137
343,33.296745,34.19708,32.506176
344,41.0566,22.060175,36.883224
345,35.6693,36.10775,28.222952
346,34.201153,28.8903,36.908546
347,32.69161,33.070652,34.23774
348,33.24073,34.258087,32.501183
349,32.98552,35.275085,31.739399
350,37.575798,29.790497,32.633705
351,33.71863,34.416626,31.864742
352,35.572193,28.568272,35.859535
353,33.08733,35.042923,31.869751
354,33.288467,34.017952,32.693584
355,34.013508,34.202026,31.78447
356,40.269135,31.238022,28.492844
357,33.515255,29.997963,36.48678
358,33.993553,34.467506,31.53894
359,34.44483,34.01099,31.544186
360,33.646904,31.64799,34.705105
361,33.027695,34.096733,32.875572
362,31.743223,34.017925,34.23885
363,31.946949,31.32975,36.7233
364,36.75445,36.080627,27.164919
365,34.427967,29.70259,35.869442
366,34.372833,33.232517,32.394646
367,35.614483,32.352573,32.032948
368,33.542015,32.940536,33.51745
369,39.314373,18.504194,42.18143
370,35.683746,31.623892,32.692356
371,34.871983,39.235317,25.892704
372,43.649483,27.62599,28.724527
373,35.89249,30.951565,33.15595
374,33.051373,33.48666,33.461964
375,33.668865,32.04643,34.284706
376,43.419945,23.600336,32.979717
377,34.44964,30.961737,34.58862
378,34.04087,33.261604,32.69752
379,33.47326,28.362665,38.164078
380,32.00448,33.314766,34.68075
381,32.783325,33.147343,34.069336
382,33.089222,34.142555,32.76822
383,33.78727,31.538433,34.674297
384,33.60641,28.208178,38.18541
385,38.561134,28.315235,33.12363
386,28.971184,33.25017,37.778645
387,36.10501,30.768654,33.12633
388,33.25372,31.180885,35.565395
389,33.907978,32.061985,34.030037
390,32.92117,33.914993,33.16384
391,34.3465,33.732735,31.920757
392,31.502121,34.15367,34.344204
393,30.746365,33.726013,35.527622
394,34.775696,32.940464,32.283844
395,28.282303,32.619675,39.098026
396,36.686096,37.12501,26.188892
397,34.25621,31.377327,34.36646
398,34.90435,33.36668,31.728971
399,33.595646,33.132263,33.272095
400,35.36782,33.56447,31.067709
401,33.180744,33.38671,33.432545
402,34.111088,34.346355,31.542557
403,32.67702,33.719063,33.603916
404,34.054615,32.721478,33.223907
405,33.368877,31.965128,34.666
406,32.38312,33.123257,34.49362
407,35.82068,24.063686,40.115635
408,32.56857,33.958298,33.473133
409,36.624344,32.513817,30.861843
410,33.67709,34.000927,32.32198
411,34.929546,30.895317,34.17514
412,40.672398,22.618557,36.70904
413,33.06978,33.979877,32.950344
414,23.50756,36.37354,40.1189
415,33.749573,31.125296,35.125134
416,35.744648,34.074234,30.181122
417,32.913025,34.330853,32.756123
418,29.6183,35.19198,35.18972
419,33.313473,30.24611,36.44041
420,30.987995,34.47123,34.540775
421,45.20611,25.574335,29.219553
422,28.77194,39.808407,31.419659
423,33.23365,33.587368,33.178986
424,32.924225,33.949165,33.12661
425,30.143988,33.336807,36.519207
426,38.21952,35.409027,26.371456
427,38.722065,32.600765,28.677174
428,33.48548,32.32255,34.191967
429,34.76874,31.086266,34.144993
430,36.521507,39.32964,24.148855
431,33.80989,33.493427,32.696682
432,40.873363,31.49873,27.627909
433,34.68736,34.931892,30.380753
