,?,n,y
324,31.449518,17.957474,50.593006
325,25.48622,34.95823,39.555557
326,16.840029,22.371672,60.788303
327,13.470836,17.839844,68.68932
328,35.46125,17.69386,46.84489
329,16.704372,52.29081,31.004816
330,65.933716,20.48167,13.584612
331,19.38763,47.092865,33.519505
332,13.724092,16.611004,69.66491
333,14.047201,21.880066,64.07274
334,59.547848,26.239153,14.212998
335,15.2359705,36.676792,48.08724
336,21.848291,62.784203,15.367506
337,13.723161,18.80478,67.47206
338,60.588707,25.965858,13.445434
339,14.58145,15.614213,69.80434
340,13.918988,16.64067,69.44034
341,13.553429,17.97493,68.47164
342,15.366045,31.643602,52.99036
343,13.415127,17.266787,69.318085
344,20.069174,64.60358,15.327255
345,14.481577,16.500185,69.01824
346,16.373957,14.981487,68.64456
347,31.299744,17.391249,51.309006
348,13.887816,15.809894,70.302284
349,26.598164,59.36519,14.03664
350,66.327736,19.652752,14.019511
351,64.48418,22.2183,13.297516
352,21.883917,34.07741,44.038677
353,17.226479,14.956946,67.81658
354,52.157475,17.122599,30.719925
355,31.942787,53.30905,14.7481575
356,13.909208,24.419926,61.670868
357,54.745926,17.111305,28.14277
358,20.08011,64.527954,15.391943
359,13.801378,17.636076,68.562546
360,64.85444,21.683119,13.462445
361,61.67909,17.219397,21.101517
362,12.998098,21.99629,65.00561
363,13.904479,16.504284,69.59123
364,17.950584,63.71586,18.333557
365,57.043015,28.831879,14.125106
366,65.60548,20.410118,13.9844055
367,15.500002,29.97872,54.521282
368,15.520254,15.248926,69.23082
369,14.762054,15.364094,69.87385
370,21.494856,37.070908,41.434246
371,26.459545,30.82687,42.71358
372,20.510548,28.629267,50.86018
373,44.76116,16.174803,39.06404
374,23.875875,59.181095,16.943026
375,19.142475,62.04155,18.815977
376,57.454872,27.881754,14.663373
377,15.9477825,15.169957,68.88226
378,16.022501,23.442188,60.535313
379,22.742453,50.3703,26.887249
380,32.884953,53.447372,13.667679
381,65.31095,21.87337,12.815681
382,15.827412,55.284393,28.888199
383,27.266098,55.34166,17.392248
384,19.00159,63.411385,17.58702
385,21.28167,55.38475,23.333586
386,65.77942,19.9928,14.227782
387,15.606819,30.199919,54.19326
388,55.316162,32.327286,12.356546
389,55.465,16.843126,27.691874
390,33.03596,16.612034,50.352
391,14.246625,16.607298,69.14608
392,21.091478,63.952953,14.955565
393,14.2418165,16.036594,69.72159
394,16.004883,22.367603,61.627514
395,51.26116,19.089918,29.648918
396,59.47011,17.495914,23.033978
397,14.298454,15.765426,69.93612
398,17.15644,60.723557,22.120007
399,46.735928,40.996826,12.267244
400,55.022804,27.362309,17.61488
401,13.4238825,19.283104,67.293015
402,29.527817,57.3335,13.138692
403,19.880728,63.403492,16.715778
404,26.659805,16.618336,56.72186
405,35.429028,33.59063,30.980345
406,66.68495,19.778255,13.536781
407,42.700714,29.173882,28.125408
408,66.67663,19.874039,13.449338
409,13.213524,18.32092,68.465546
410,14.122126,16.222332,69.65554
411,63.534958,17.189156,19.275887
412,13.322488,17.70757,68.96994
413,16.597813,14.962242,68.43994
414,63.095844,23.474157,13.429999
415,61.828064,19.456192,18.715742
416,13.79721,16.516497,69.68629
417,39.795162,20.267523,39.937313
418,53.912968,28.634203,17.45283
419,56.858795,27.365355,15.775853
420,64.303825,23.237785,12.458387
421,44.85653,36.204483,18.938982
422,64.56709,17.581936,17.850973
423,34.8425,32.215137,32.942364
424,17.792784,62.36476,19.842457
425,13.497949,17.303467,69.19859
426,39.284172,16.88615,43.82968
427,13.740049,16.862309,69.397644
428,48.778732,30.701488,20.519777
429,23.52242,62.212902,14.264674
430,15.179725,32.8529,51.967365
431,13.957493,16.760983,69.281525
432,31.7237,46.698795,21.577503
433,66.43687,19.932571,13.63056
