,republican,democrat
181,47.085423,52.914577
182,48.23012,51.769875
183,47.44664,52.553368
184,49.379993,50.620003
185,45.78155,54.21844
186,46.59148,53.40852
187,65.21769,34.782307
188,47.61758,52.382416
189,66.13323,33.866768
190,63.558857,36.44114
191,45.173916,54.826088
192,47.480022,52.51997
193,47.260845,52.739155
194,63.977932,36.022068
195,47.02672,52.97328
196,65.54638,34.453625
197,47.24833,52.75167
198,46.99054,53.00946
199,47.563328,52.436672
200,48.207462,51.792538
201,47.491394,52.508606
202,45.733677,54.266327
203,65.22818,34.771816
204,47.527782,52.47222
205,65.02943,34.970573
206,63.45737,36.542637
207,46.945583,53.054417
208,47.44019,52.55981
209,47.80973,52.19027
210,60.449017,39.55098
211,47.34726,52.65275
212,47.9565,52.043503
213,64.191376,35.808624
214,45.716507,54.283493
215,46.513252,53.486748
216,59.435886,40.564114
217,47.286106,52.713894
218,47.75022,52.249783
219,47.59674,52.403267
220,45.644577,54.355423
221,45.825108,54.174892
222,54.568344,45.431652
223,66.27576,33.724243
224,65.08229,34.91771
225,47.51627,52.483727
226,47.720642,52.279358
227,64.25982,35.740173
228,65.559166,34.440838
229,66.08566,33.91434
230,66.89748,33.102528
231,45.687695,54.3123
232,65.41125,34.588757
233,47.513306,52.486694
234,65.29049,34.709515
235,47.58332,52.416683
236,47.06703,52.932972
237,46.59659,53.40341
238,65.07345,34.926556
239,66.61805,33.381954
240,46.970413,53.02959
241,65.90302,34.096977
242,46.466106,53.533894
243,46.039726,53.960274
244,47.585323,52.414673
245,44.756004,55.244
246,65.04665,34.95335
247,65.88989,34.110104
248,48.24748,51.752525
249,65.24134,34.758656
250,65.69529,34.304707
251,47.961617,52.038383
252,65.875465,34.12453
253,43.48931,56.51068
254,49.624237,50.37576
255,65.12902,34.870983
256,65.07107,34.92893
257,47.71901,52.280987
258,47.36915,52.63085
259,46.321487,53.678513
260,48.190464,51.809536
261,44.962536,55.037464
262,48.016827,51.983173
263,47.542427,52.457565
264,45.776855,54.223137
265,64.96322,35.036774
266,64.38184,35.61816
267,46.76415,53.23585
268,47.019714,52.980286
269,47.44907,52.55093
270,47.610428,52.389572
271,48.121387,51.878613
272,65.78494,34.215057
273,65.46828,34.531723
274,46.916138,53.083866
275,64.977356,35.022644
276,61.254086,38.745914
277,65.3442,34.655804
278,64.553925,35.44608
279,46.872444,53.127556
280,63.54751,36.45249
281,65.5512,34.448795
282,64.239136,35.760864
283,46.9346,53.065395
284,44.603863,55.396133
285,44.98376,55.016243
286,46.902958,53.097046
287,47.278034,52.72196
288,46.330612,53.669388
289,47.961487,52.038513
290,46.41144,53.58855
291,47.94851,52.05149
292,47.183903,52.816093
293,43.73205,56.267952
294,61.729824,38.27018
295,63.65167,36.348328
296,47.023144,52.976852
297,43.383053,56.616943
298,48.234905,51.765095
299,64.67878,35.321217
300,45.88564,54.114365
301,64.94106,35.058937
302,65.012566,34.987434
303,64.76957,35.23044
304,66.49918,33.500816
305,63.763626,36.236374
306,47.208992,52.791004
307,64.179245,35.820755
308,38.07741,61.922585
309,63.014996,36.98501
310,47.217228,52.782776
311,47.21351,52.786488
312,64.84156,35.158436
313,64.3445,35.6555
314,64.61512,35.38488
315,48.11063,51.889374
316,47.258747,52.741253
317,47.56584,52.43416
318,47.92204,52.07796
319,47.64541,52.35459
320,44.29006,55.70994
321,47.25426,52.745735
322,46.064453,53.93555
323,62.863274,37.136726
324,47.494106,52.505894
325,47.419804,52.58019
326,66.16638,33.833614
327,48.374172,51.62583
328,47.867577,52.132423
329,64.83518,35.164818
330,48.014797,51.985203
331,47.13127,52.86873
332,45.921013,54.07899
333,44.68206,55.31794
334,58.522312,41.477688
335,47.06786,52.932137
336,48.340763,51.659233
337,46.689903,53.31009
338,61.19482,38.80518
339,65.09725,34.902756
340,46.744633,53.255367
341,48.399986,51.600014
342,64.90572,35.09428
343,47.92045,52.07956
344,64.70091,35.299084
345,65.921005,34.078995
346,50.81303,49.186966
347,46.319016,53.680984
348,64.15785,35.842148
349,47.869938,52.130062
350,65.7705,34.229492
351,45.537983,54.462017
352,65.30988,34.69012
353,47.07738,52.92261
354,65.91746,34.082546
355,64.5702,35.429802
356,64.96236,35.037647
357,47.057236,52.942764
358,66.06844,33.93155
359,47.56889,52.431107
360,44.955826,55.044174
361,45.3906,54.6094
362,65.486595,34.513412
363,66.47854,33.521458
364,46.055923,53.94408
365,47.45934,52.54066
366,47.27294,52.727062
367,46.75431,53.24569
368,64.32769,35.672306
369,47.27008,52.729916
370,47.21983,52.78017
371,47.683582,52.31642
372,46.993843,53.006153
373,64.47031,35.529694
374,47.81516,52.184837
375,45.986317,54.013687
376,65.56423,34.43577
377,66.319725,33.680283
378,65.7679,34.232098
379,47.99053,52.009476
380,47.214993,52.785004
381,45.910343,54.08966
382,47.58167,52.418327
383,47.397194,52.602802
384,45.379944,54.620056
385,47.13548,52.86452
386,46.72986,53.270138
387,48.99326,51.00674
388,46.42512,53.57488
389,45.60125,54.39875
390,47.148396,52.851604
391,64.94162,35.058384
392,62.945896,37.054108
393,46.726303,53.273697
394,47.93378,52.06622
395,45.69475,54.30525
396,46.017014,53.98298
397,47.208195,52.791805
398,65.351555,34.648438
399,61.71733,38.282673
400,66.018906,33.9811
401,65.78529,34.21471
402,66.113075,33.88692
403,63.982876,36.017124
404,57.678436,42.321564
405,47.44302,52.556984
406,47.582302,52.417694
407,47.10611,52.89389
408,66.37777,33.622234
409,64.16438,35.835613
410,48.02956,51.97044
411,66.29091,33.7091
412,64.70232,35.29768
413,47.57247,52.427525
414,46.972813,53.027187
415,65.603516,34.396477
416,46.713715,53.28629
417,47.26841,52.73159
418,45.7407,54.2593
419,66.33177,33.668224
420,47.59761,52.40239
421,46.01091,53.98909
422,47.41344,52.586563
423,48.15203,51.847965
424,48.07686,51.923145
425,47.48273,52.517265
426,64.63286,35.36715
427,46.080154,53.919846
428,44.749916,55.250084
429,64.41437,35.585632
430,45.992935,54.007065
431,64.405975,35.594032
432,55.125057,44.874947
433,65.97049,34.02952
