,y,?,n
79,7.303382,7.685991,85.01062
80,8.833978,9.184683,81.98134
81,79.05421,10.732704,10.213086
82,85.56452,7.005204,7.4302754
83,85.72694,6.9775724,7.295495
84,7.170526,7.7462783,85.083206
85,85.92724,6.779798,7.292962
86,85.560646,7.1307344,7.3086185
87,7.2569394,7.671058,85.07201
88,85.83456,6.8061495,7.359297
89,7.3140287,7.6656065,85.020355
90,7.570991,7.948929,84.48008
91,7.637232,8.128935,84.23384
92,7.2453947,7.6730785,85.08152
93,7.4863424,7.9254313,84.58823
94,7.2950454,7.704086,85.00087
95,7.202175,7.650715,85.14711
96,7.2253523,7.8377614,84.93689
97,7.375541,8.032208,84.592255
98,85.91763,6.79904,7.283331
99,7.3835025,7.8260226,84.79048
100,7.836269,8.042755,84.12098
101,7.2010765,7.7383614,85.06056
102,7.2428293,7.737603,85.01957
103,7.389446,84.17519,8.435365
104,7.402861,7.8628974,84.734245
105,85.64356,6.833058,7.5233765
106,6.751024,85.37038,7.8786077
107,7.8460326,8.299416,83.85455
108,7.5880313,7.747124,84.66485
109,7.2546134,7.698691,85.04669
110,85.894394,6.776608,7.328998
111,7.500819,7.993028,84.50615
112,70.53358,13.694154,15.772274
113,7.2841735,7.7095823,85.00624
114,7.8218894,8.213722,83.96439
115,7.399433,7.7790895,84.82147
116,85.83948,6.8124413,7.348083
117,7.5448313,7.7801294,84.67503
118,85.87721,6.773404,7.349381
119,85.873566,6.7774625,7.3489676
120,82.770515,9.252213,7.977272
121,85.38777,7.053725,7.5585036
122,85.82671,6.781709,7.3915706
123,8.312548,8.957501,82.72995
124,85.675255,6.812411,7.512344
125,84.946945,7.3938885,7.659164
126,7.16111,7.684528,85.15436
127,7.652656,8.069514,84.27783
128,7.2461634,7.679253,85.07458
129,7.6525316,8.466378,83.88109
130,7.899756,8.320879,83.77936
131,85.903145,6.812498,7.284368
132,85.84269,6.7903852,7.366925
133,84.691505,7.1112046,8.197294
134,84.63559,7.652556,7.7118583
135,85.21313,7.1383476,7.6485157
136,7.3122797,7.898245,84.789474
137,7.238573,7.7809744,84.98046
138,7.291805,7.792587,84.91561
139,85.86305,6.7827077,7.35424
140,84.51233,7.5835056,7.9041653
141,85.87637,6.8548493,7.2687745
142,7.2874985,7.8608947,84.85161
143,7.4941883,8.177536,84.32828
144,7.3208375,7.6920285,84.98714
145,85.54389,6.9441004,7.5120063
146,27.293894,14.844732,57.861374
147,85.86942,6.7779474,7.352633
148,7.290945,7.6839895,85.02506
149,42.661625,35.325577,22.012802
150,85.653786,6.8381414,7.508076
151,8.253006,8.618871,83.12813
152,7.3673368,7.7152767,84.91738
153,80.175095,10.61683,9.208073
154,84.739944,7.412704,7.8473544
155,85.81215,6.9012365,7.2866144
156,7.244004,7.7092075,85.04678
157,85.84402,6.8084173,7.3475704
158,7.304984,7.6675916,85.02742
159,7.2983212,7.729143,84.972534
160,7.3361382,7.694251,84.96962
161,7.200101,7.6587462,85.14115
162,85.90505,6.7718587,7.323094
163,7.23154,7.7287107,85.03975
164,7.245344,7.6889954,85.06566
165,84.5132,7.8264966,7.6603017
166,85.920334,6.793221,7.2864428
167,85.86287,6.809089,7.3280344
168,7.6678953,8.158612,84.17349
169,7.4639125,7.808528,84.72756
170,85.79645,6.786165,7.4173927
171,8.815828,11.188126,79.99604
172,7.4028015,7.8513103,84.74589
173,8.176187,8.905168,82.91864
174,9.083362,8.674065,82.24258
175,85.59771,6.8754315,7.5268574
176,7.244809,7.746376,85.00882
177,7.6366887,7.87764,84.48567
178,7.3595667,7.7505393,84.88989
179,7.3439507,7.778981,84.87707
180,7.4502935,7.797501,84.752205
181,10.036557,9.658088,80.30536
182,7.407867,84.10343,8.488694
183,7.366122,7.6851935,84.948685
184,7.3568807,7.763379,84.87974
185,7.736992,8.25042,84.01259
186,7.2009983,7.720223,85.07877
187,85.55192,6.966011,7.48208
188,7.403028,7.7397118,84.85726
189,85.84289,6.7794175,7.3776884
190,84.667946,7.4650197,7.867034
191,7.2644105,7.733716,85.00188
192,7.2580137,7.656295,85.08569
193,7.166856,7.6996737,85.13347
194,85.45403,6.8531365,7.6928234
195,7.936394,8.347097,83.716515
196,85.62653,6.833396,7.5400753
197,7.54279,8.1185665,84.33864
198,7.397448,7.782349,84.820206
199,7.568667,7.843191,84.58814
200,7.411538,7.937952,84.650505
201,7.4720807,7.7717295,84.75618
202,7.34851,7.77994,84.87155
203,85.32334,7.1107993,7.565867
204,7.224508,7.890965,84.88452
205,85.908905,6.816562,7.274527
206,84.74608,7.4586945,7.7952347
207,7.5287385,7.8994594,84.5718
208,7.4360356,7.7355742,84.82839
209,7.172659,7.692481,85.134865
210,84.96111,6.957803,8.08109
211,7.3743796,7.753478,84.87214
212,7.211619,7.6687207,85.11967
213,85.328606,7.1065083,7.5648823
214,83.59869,8.136131,8.265183
215,7.4724293,7.7349553,84.79262
216,84.16878,7.7387137,8.09251
217,7.4276166,7.818308,84.754074
218,7.3346095,7.868265,84.79713
219,7.2341003,7.676029,85.089874
220,7.572693,8.093575,84.33373
221,7.48161,7.801501,84.71689
222,85.90163,6.770695,7.3276854
223,85.39528,7.0401645,7.5645523
224,85.352486,6.888294,7.7592173
225,7.465718,7.83296,84.701324
226,7.2146745,7.7581873,85.02714
227,82.8401,8.902432,8.257461
228,85.924446,6.78425,7.291308
229,85.38163,6.871438,7.7469373
230,83.509865,7.7256374,8.764492
231,7.2424903,7.719069,85.038445
232,85.65116,6.9434156,7.4054294
233,7.7523527,8.348273,83.899376
234,85.53938,7.153073,7.3075423
235,11.726106,21.891598,66.3823
236,7.2299466,7.6497912,85.12026
237,7.3960485,8.011774,84.59218
238,84.9537,7.2352104,7.811097
239,85.73471,6.8042665,7.4610276
240,7.3020234,7.704053,84.99392
241,7.27449,7.666695,85.05882
242,7.7718787,8.14763,84.08049
243,7.205551,7.7722473,85.0222
244,7.6560917,7.9012804,84.442635
245,7.4001536,7.8334885,84.76636
246,85.63924,6.856616,7.504144
247,6.797948,85.04193,8.160122
248,7.5645604,8.270259,84.165184
249,85.41019,6.9277396,7.6620684
250,83.4039,8.442363,8.153736
251,7.795053,7.848464,84.35648
252,85.89431,6.7888656,7.3168235
253,7.4691625,7.781516,84.74931
254,7.629682,8.439114,83.931206
255,84.56582,7.100533,8.333649
256,84.96831,7.2557836,7.7759094
257,7.401199,7.694911,84.90389
258,7.547363,7.8034253,84.64921
259,7.4145093,7.7397413,84.84575
260,7.251066,7.768305,84.98062
261,7.216502,7.6653676,85.118126
262,7.4179864,7.856637,84.72537
263,7.4819007,7.7868567,84.73124
264,7.4582725,7.800565,84.74117
265,85.78252,6.882931,7.334549
266,7.3127017,7.7368193,84.95048
267,10.201488,9.776644,80.02187
268,7.3317633,7.72582,84.94242
269,7.318984,7.7440233,84.93699
270,7.300419,8.5326,84.16698
271,8.80493,10.092478,81.1026
272,85.82015,6.8838015,7.296043
273,83.94007,7.9422197,8.117708
274,7.41034,7.9036055,84.68606
275,84.71362,7.797693,7.488679
276,85.41556,7.0766916,7.5077505
277,82.18094,8.794385,9.0246725
278,85.54037,6.8855577,7.5740786
279,7.4360957,7.8449326,84.71897
280,84.634,7.366018,7.9999833
281,83.76567,8.574192,7.6601334
282,85.79387,6.7854156,7.4207096
283,7.4252596,7.787213,84.78753
284,7.180924,7.738904,85.08016
285,7.972517,8.360396,83.66708
286,6.7807846,85.41181,7.8074017
287,7.307679,7.686093,85.006226
288,7.1555524,7.6711097,85.17334
289,7.4682674,7.9188256,84.61291
290,7.358872,7.7716985,84.86943
291,7.5482635,7.893904,84.55782
292,7.20577,7.6890597,85.10517
293,7.2306886,7.6495485,85.11976
294,67.88913,14.61282,17.498055
295,85.10373,7.319797,7.576476
296,7.985632,8.470088,83.54428
297,7.2317996,7.7467256,85.02148
298,12.950073,17.3133,69.73663
299,85.400154,7.0804267,7.519412
300,8.667727,9.066521,82.265755
301,85.384445,7.028094,7.587459
302,84.8478,7.805918,7.346279
303,85.85032,6.7757053,7.373971
304,80.15836,9.679442,10.1621895
305,85.849525,6.780187,7.370292
306,7.286028,7.699732,85.01424
307,85.7814,6.8543577,7.3642464
308,7.1663284,7.712775,85.120895
309,85.77,6.8567076,7.3733068
310,7.274629,7.6620607,85.0633
311,7.427667,7.799453,84.77289
312,85.862465,6.849843,7.287692
313,85.81858,6.876299,7.305114
314,85.54757,7.0021415,7.4502864
315,7.2124557,7.802729,84.98482
316,7.4374766,7.814545,84.747986
317,7.291059,7.7810416,84.9279
318,7.5218925,7.873267,84.604836
319,7.186822,7.714189,85.09899
320,7.50805,7.8581953,84.63376
321,7.4919276,7.733174,84.774895
322,7.475714,7.7723956,84.7519
323,85.736046,6.9047637,7.359184
324,7.451048,7.80652,84.742424
325,81.823105,9.40058,8.776313
326,84.81973,7.3950305,7.7852435
327,8.224428,10.592163,81.18341
328,7.251888,7.7111526,85.036964
329,85.603264,7.0084534,7.3882885
330,7.226141,7.892979,84.880875
331,7.224205,7.7593145,85.01648
332,7.186939,7.6999784,85.11309
333,7.3111935,7.845799,84.84301
334,84.34753,7.1807632,8.471708
335,7.230606,7.8179197,84.95148
336,7.460099,8.127898,84.412
337,7.4153132,7.70638,84.8783
338,68.7582,14.3160715,16.925726
339,42.9364,35.578865,21.484726
340,8.10745,82.88348,9.009073
341,7.3714623,7.814621,84.81392
342,85.63877,6.8150616,7.5461617
343,7.434641,7.9502287,84.61513
344,85.807434,6.779208,7.4133673
345,85.88144,6.821243,7.2973223
346,85.04405,7.238476,7.7174664
347,7.358764,7.6747885,84.966446
348,85.28188,6.90026,7.817862
349,7.3224335,7.8064213,84.87115
350,85.83721,6.8832507,7.2795334
351,85.50061,6.9122634,7.587128
352,84.4695,7.491203,8.039295
353,7.1867228,7.785776,85.027504
354,85.853775,6.8293505,7.316878
355,85.907074,6.820043,7.2728815
356,83.20249,8.924565,7.8729405
357,10.291783,10.912198,78.79602
358,85.24133,7.3884306,7.370241
359,7.1492233,7.6485887,85.20219
360,7.2571,7.6686487,85.07426
361,7.3313766,7.805958,84.86266
362,84.22678,7.826866,7.9463468
363,84.72584,7.0922613,8.181897
364,7.798085,8.229446,83.97247
365,7.46177,7.8135467,84.724686
366,7.390082,7.696265,84.91365
367,7.261231,7.700899,85.037865
368,85.680504,6.899289,7.4202113
369,7.146027,7.6508856,85.20309
370,7.557813,9.368577,83.073616
371,85.53347,6.8363795,7.630148
372,6.7963033,85.510574,7.693125
373,85.62135,6.868697,7.509955
374,85.71667,6.885339,7.397999
375,7.3587217,7.7113323,84.92995
376,84.49358,7.7544875,7.7519245
377,85.872505,6.853833,7.273653
378,85.78238,7.003653,7.2139754
379,7.3091774,7.670963,85.01986
380,7.4418077,8.037033,84.521164
381,85.83721,6.8389764,7.323808
382,7.2446337,7.765942,84.989426
383,85.04163,7.0017395,7.9566336
384,7.3596992,7.685921,84.95438
385,7.2555094,7.700298,85.04419
386,7.409136,7.690047,84.90082
387,85.02751,7.100222,7.8722606
388,7.6248207,7.9565296,84.418655
389,7.237844,7.653527,85.10863
390,7.2716093,7.819136,84.909256
391,85.88533,6.8431726,7.2714925
392,6.8255925,85.33885,7.8355484
393,6.8003883,85.031685,8.167916
394,6.808155,85.49837,7.6934705
395,7.3562517,7.6842175,84.95953
396,7.2873034,7.8029213,84.909775
397,7.3111944,7.7502437,84.93856
398,72.9231,15.416372,11.66052
399,85.65984,6.823542,7.5166054
400,84.51902,7.6127486,7.8682365
401,85.8612,6.83325,7.305545
402,80.27332,9.707622,10.019056
403,85.909294,6.7876616,7.303053
404,85.42353,6.9192185,7.657255
405,7.5810814,8.022814,84.3961
406,85.921005,6.793169,7.2858205
407,7.3371463,7.8713737,84.79147
408,85.00283,7.370839,7.6263227
409,85.88498,6.7835965,7.3314266
410,9.104618,8.747716,82.14767
411,85.060455,7.307246,7.632295
412,84.013985,8.3328495,7.653159
413,7.155554,7.6484785,85.19597
414,7.2319427,7.6955833,85.07247
415,85.70384,6.8311133,7.4650383
416,7.694099,7.9821973,84.32371
417,8.185476,8.33231,83.48221
418,7.528334,7.867259,84.60441
419,84.47817,7.684718,7.837105
420,7.185757,7.7651205,85.049126
421,7.1720495,7.6560845,85.17187
422,7.344458,7.7020116,84.95354
423,8.138195,8.605254,83.25655
424,7.40295,7.9037457,84.6933
425,7.4816375,7.9287143,84.589645
426,85.910255,6.8119364,7.2778063
427,7.319677,7.7688723,84.911446
428,7.309385,7.693741,84.99688
429,85.01891,7.5693407,7.411743
430,7.4811807,7.763567,84.75526
431,84.97933,7.346001,7.6746716
432,85.923035,6.7764206,7.300544
433,85.92494,6.781264,7.2937937
