,?,n,y
169,33.05518,32.716255,34.228573
170,34.524235,31.997293,33.47847
171,33.523697,34.49066,31.985643
172,33.014835,33.457657,33.527504
173,33.821632,33.390057,32.788307
174,35.449684,32.54611,32.00421
175,33.45429,33.23011,33.315598
176,33.35855,32.931805,33.70964
177,33.676563,33.22987,33.09356
178,33.15341,33.55685,33.289734
179,33.00304,33.811337,33.18562
180,33.104767,33.619835,33.2754
181,32.84188,33.373318,33.7848
182,34.02387,33.26,32.716137
183,33.28538,33.89245,32.822166
184,33.651886,32.675922,33.67219
185,32.44627,32.888767,34.66496
186,32.786438,33.26515,33.94842
187,31.924274,34.42956,33.646168
188,33.99677,31.932589,34.070637
189,32.114594,33.498814,34.38659
190,33.2602,33.204075,33.53572
191,33.18734,33.253582,33.559082
192,33.64578,32.47686,33.87736
193,33.358963,33.318623,33.32242
194,34.148365,32.909092,32.942543
195,33.284706,33.654488,33.060806
196,33.55791,33.771423,32.67067
197,33.26951,33.42544,33.305054
198,32.936077,33.74293,33.32099
199,34.002296,32.738533,33.259167
200,33.48956,33.279053,33.231396
201,32.96461,33.3203,33.715084
202,33.245148,33.388023,33.366833
203,33.383976,33.708866,32.907154
204,33.180923,33.34084,33.478237
205,33.29922,33.27059,33.430187
206,33.262997,33.291645,33.44536
207,33.3488,33.370823,33.28038
208,33.240265,33.315258,33.44448
209,32.530373,34.366287,33.103336
210,33.549835,33.294,33.156166
211,33.34605,33.316933,33.337013
212,33.771553,32.892487,33.33596
213,33.034866,33.465256,33.499878
214,32.661434,34.54972,32.788853
215,33.28988,34.07822,32.631905
216,33.22789,33.319576,33.452534
217,34.28129,32.591698,33.127014
218,33.54284,33.19067,33.266495
219,32.829483,33.76862,33.401897
220,33.209618,33.49195,33.29843
221,32.93093,33.34452,33.72455
222,33.779633,33.10662,33.113747
223,32.442417,33.825157,33.73242
224,33.246475,33.621857,33.131668
225,33.12537,33.23233,33.642296
226,33.404324,33.506237,33.08944
227,33.000107,33.41458,33.58531
228,33.623505,33.79599,32.580505
229,37.340748,34.156315,28.502932
230,35.2734,31.697842,33.028763
231,33.182636,33.506287,33.311073
232,33.40655,33.20693,33.38652
233,33.51555,33.450535,33.03392
234,32.93916,32.086285,34.974556
235,33.157124,33.281147,33.561726
236,32.891006,33.34328,33.76571
237,33.33008,32.95166,33.718266
238,33.463184,32.904427,33.632385
239,33.47015,33.14863,33.381214
240,33.2976,33.250732,33.45167
241,33.239124,33.480034,33.28084
242,33.087425,33.827793,33.08478
243,33.257553,33.265797,33.476646
244,33.405064,33.42448,33.17045
245,33.457436,33.04737,33.495193
246,34.05484,32.80214,33.143017
247,33.27151,33.284687,33.443806
248,33.351532,33.32281,33.32566
249,33.493168,33.00951,33.497322
250,33.053673,33.545094,33.401234
251,33.926914,33.073895,32.999187
252,33.362724,33.522614,33.11467
253,32.26097,33.854595,33.884434
254,33.336708,33.30633,33.35696
255,33.767426,32.790966,33.44161
256,36.47309,31.82304,31.703869
257,33.555283,33.192047,33.25267
258,33.39017,33.49444,33.11539
259,33.991596,32.73393,33.27448
260,33.400326,33.43449,33.165184
261,33.39011,33.43551,33.174385
262,31.24548,34.17261,34.581913
263,33.242313,33.064346,33.69334
264,32.68628,33.674614,33.639107
265,33.615948,33.471035,32.913013
266,33.207325,33.30674,33.48594
267,33.3202,32.78883,33.89097
268,33.67087,32.848434,33.48069
269,33.33813,33.33051,33.33136
270,33.312077,33.4376,33.250324
271,33.88063,33.025547,33.093822
272,32.878952,32.486107,34.63495
273,33.324802,33.37328,33.301918
274,32.849716,33.84453,33.30576
275,33.181114,33.452244,33.366642
276,33.37527,33.633984,32.990753
277,35.18308,32.45118,32.365738
278,33.451275,32.927532,33.621193
279,33.60856,33.680077,32.711365
280,33.62285,32.77458,33.602577
281,33.395035,33.04004,33.564922
282,32.987873,32.80886,34.203266
283,33.015194,33.59355,33.39126
284,33.33288,33.26193,33.40519
285,33.227726,33.482456,33.289814
286,33.852814,33.34772,32.799465
287,33.12928,33.904865,32.96586
288,33.830776,32.64366,33.52556
289,33.026733,33.798885,33.174377
290,33.164955,33.441444,33.393604
291,33.33619,33.32163,33.342182
292,33.08118,33.206028,33.71279
293,33.09556,33.55805,33.3464
294,33.583508,33.107414,33.30908
295,32.958233,33.848988,33.19278
296,32.50561,32.490627,35.00376
297,33.344845,33.663326,32.991833
298,33.328648,33.567417,33.103935
299,34.975838,34.00785,31.016312
300,33.485268,33.36926,33.14548
301,33.679054,32.724308,33.596645
302,34.396355,33.5149,32.088745
303,32.811485,33.38911,33.7994
304,33.146088,33.417118,33.436794
305,33.043903,33.841686,33.114418
306,32.5288,33.660748,33.810448
307,34.919353,33.34741,31.733232
308,33.174244,33.467106,33.35865
309,35.047226,32.00484,32.94793
310,33.39432,33.197964,33.407715
311,32.404526,33.380085,34.21539
312,35.173378,32.924828,31.901789
313,33.2758,33.43035,33.29385
314,32.527325,33.291615,34.181065
315,33.87965,33.429123,32.691227
316,34.3811,33.868446,31.75045
317,33.340992,33.296608,33.362396
318,33.34104,33.374348,33.284607
319,33.32441,33.373318,33.302277
320,33.262367,33.4294,33.308228
321,32.56238,34.238815,33.1988
322,33.36433,33.587803,33.04786
323,33.02129,33.873005,33.105705
324,33.10129,33.67674,33.22197
325,33.6794,32.99602,33.324577
326,32.618626,33.863007,33.518364
327,33.33967,33.377937,33.28239
328,33.57899,33.686337,32.734673
329,34.082775,33.598907,32.318317
330,33.962414,32.822803,33.214787
331,34.0954,33.102257,32.802345
332,33.163578,33.478874,33.357548
333,33.194527,33.26834,33.537132
334,33.124687,33.198948,33.676365
335,33.170605,33.300808,33.52858
336,34.026943,32.607838,33.365215
337,32.77001,34.055756,33.174236
338,32.792355,33.10099,34.106655
339,33.47049,33.560585,32.96893
340,34.082542,32.88199,33.03547
341,33.493973,33.822327,32.6837
342,31.934202,33.591698,34.4741
343,33.175854,33.165844,33.658306
344,32.37673,33.45797,34.1653
345,33.35384,33.67895,32.96721
346,32.800762,33.969517,33.22972
347,34.23047,33.37447,32.39506
348,33.2706,33.428677,33.300728
349,33.309853,31.487413,35.20273
350,33.471367,32.80884,33.71979
351,33.44033,33.175648,33.38402
352,34.1552,32.617455,33.22734
353,33.55504,33.577698,32.86726
354,33.25838,33.720947,33.02067
355,33.593006,32.70017,33.706825
356,33.615738,33.20079,33.18347
357,33.900013,33.537247,32.56274
358,33.053474,33.189457,33.757065
359,33.82381,33.404522,32.771667
360,33.50538,32.821068,33.673553
361,33.300865,33.086372,33.612766
362,32.547955,33.891125,33.560925
363,33.204967,33.14488,33.650154
364,33.336815,33.151134,33.512054
365,33.32749,33.141125,33.53138
366,32.725834,33.617348,33.65681
367,33.331852,33.336647,33.331505
368,31.642813,32.31394,36.04325
369,33.26924,33.581398,33.149357
370,33.634224,32.934483,33.431286
371,34.248085,35.41728,30.334637
372,33.40082,34.28496,32.314217
373,33.919254,33.075775,33.004974
374,33.50095,33.01819,33.48087
375,32.886837,33.518555,33.594616
376,32.728085,33.81161,33.460308
377,33.601524,33.168724,33.22975
378,32.778038,33.497406,33.724556
379,30.429438,35.647785,33.922775
380,33.194077,33.414574,33.39135
381,31.776056,35.252365,32.971577
382,33.70855,33.624172,32.667286
383,33.7029,33.11109,33.186005
384,33.046143,34.23448,32.71938
385,33.3779,33.16541,33.456696
386,32.807617,33.505054,33.68733
387,33.203587,34.23646,32.559948
388,32.8891,33.279297,33.831604
389,34.08267,33.220592,32.69674
390,33.086773,33.465374,33.447857
391,32.916946,31.656412,35.426636
392,33.443275,33.605324,32.951397
393,33.291405,33.332287,33.376305
394,33.172653,33.646393,33.18095
395,32.89375,33.434193,33.672054
396,33.19428,33.181656,33.62407
397,33.516277,33.053127,33.430595
398,33.340996,33.310966,33.34804
399,33.54779,33.478035,32.97418
400,33.734478,33.64647,32.619053
401,33.525093,33.273754,33.201153
402,33.2122,33.32959,33.458214
403,33.754677,32.775635,33.46969
404,33.592625,33.247982,33.159397
405,32.3685,35.01319,32.6183
406,33.525078,33.41734,33.057583
407,33.315865,33.384377,33.29976
408,33.30884,33.28937,33.401783
409,33.08106,33.412113,33.506824
410,33.860226,32.45938,33.68039
411,33.205708,33.52517,33.269123
412,32.801636,31.35176,35.846603
413,33.208717,33.38029,33.41099
414,33.34893,33.486492,33.164577
415,33.321323,33.227097,33.45158
416,33.067688,33.48738,33.44493
417,33.571995,32.911526,33.516483
418,34.502903,33.359966,32.137135
419,33.094234,33.32948,33.57629
420,33.516747,33.456562,33.026688
421,33.215546,33.750896,33.03356
422,33.39269,33.739334,32.867985
423,33.260292,32.354866,34.384842
424,33.74874,33.47014,32.781116
425,33.300983,33.353516,33.3455
426,33.74897,33.787163,32.463867
427,33.49193,32.643803,33.864265
428,32.788544,33.625324,33.58613
429,33.843784,33.071632,33.08458
430,33.54299,32.634537,33.82247
431,32.88084,33.607357,33.511806
432,33.698418,33.2121,33.08948
433,32.883896,33.134087,33.98201
