,?,n,y
390,36.482315,27.153381,36.364304
391,33.06899,33.02288,33.90813
392,34.139267,32.71333,33.14741
393,33.940273,32.619698,33.44003
394,31.632727,32.17931,36.187958
395,32.99232,34.513836,32.493843
396,32.072716,27.067875,40.859417
397,33.616425,32.66549,33.71809
398,32.634388,34.585323,32.780293
399,37.86934,34.670074,27.460585
400,33.35716,33.493267,33.149574
401,31.866238,29.885376,38.24839
402,39.57267,33.41603,27.011293
403,31.501019,41.493626,27.00536
404,34.722683,32.222992,33.054325
405,35.74617,32.475708,31.778118
406,33.720272,32.673286,33.60644
407,35.53071,32.82651,31.64278
408,33.341038,32.81327,33.84569
409,33.29413,31.273487,35.43239
410,32.515327,33.108356,34.376316
411,34.282387,34.252026,31.465588
412,31.988647,31.158787,36.85257
413,34.46663,31.42234,34.111023
414,35.151505,35.59399,29.254501
415,35.51213,31.706116,32.781754
416,33.782406,32.933216,33.284378
417,33.188293,32.745373,34.06633
418,34.088455,34.39507,31.516478
419,34.078358,35.565533,30.356106
420,34.797966,34.288853,30.91318
421,33.981686,34.6137,31.404612
422,35.879124,29.679943,34.440933
423,35.484264,32.909634,31.606106
424,31.861559,35.0056,33.132843
425,30.109518,35.212273,34.678207
426,36.119095,27.470503,36.410397
427,34.125107,30.59667,35.27822
428,31.290985,30.765999,37.94302
429,33.149837,36.074562,30.7756
430,32.06915,32.678802,35.252045
431,33.898895,31.978136,34.122974
432,32.38376,31.861416,35.754826
433,34.78444,32.834373,32.38119
