,?,n,y
88,84.05643,9.981919,5.961648
89,6.928759,5.6843867,87.386856
90,8.757335,8.012273,83.230385
91,7.210023,6.221933,86.568054
92,6.970051,6.10541,86.92454
93,8.229663,6.8003364,84.97
94,6.1661234,5.372621,88.46126
95,7.4796185,5.6700873,86.85029
96,8.502735,6.9442606,84.553
97,7.6492653,5.6595335,86.6912
98,8.762882,86.013626,5.2234945
99,9.880238,7.550094,82.56967
100,6.2014036,5.77062,88.02798
101,84.122086,8.723674,7.1542444
102,9.335737,84.62616,6.038111
103,83.969795,8.467172,7.563032
104,6.271336,5.707882,88.020775
105,6.212134,5.389841,88.398026
106,85.385445,8.578084,6.036474
107,82.725235,11.106506,6.1682615
108,84.826065,8.741254,6.4326763
109,6.143773,5.359644,88.49658
110,9.509504,7.4176235,83.07287
111,85.2016,8.819853,5.9785495
112,9.787012,83.71286,6.500125
113,84.554985,9.455807,5.9892054
114,7.579258,5.565874,86.854866
115,6.9728384,6.2509522,86.77621
116,6.1880307,6.1316786,87.68028
117,6.178959,5.7133083,88.10774
118,9.357404,84.6453,5.9973063
119,8.541237,6.9670186,84.491745
120,7.0759773,5.9398403,86.984184
121,10.557301,8.153932,81.28877
122,8.39342,6.927915,84.678665
123,6.146368,5.341645,88.511986
124,6.1140594,5.601323,88.284615
125,8.824582,85.78731,5.388109
126,6.1901045,5.470584,88.33931
127,6.983772,6.265394,86.75083
128,85.26192,8.653275,6.0848093
129,84.87208,9.075275,6.0526466
130,9.931675,8.401471,81.666855
131,85.3581,8.557446,6.0844526
132,6.329245,5.7460995,87.92466
133,83.67637,8.769122,7.554505
134,8.855777,85.66275,5.481484
135,6.7382374,5.3841524,87.87762
136,8.024071,6.2965283,85.6794
137,9.0770645,8.845047,82.07789
138,8.240714,8.01899,83.740295
139,6.3214264,6.6407433,87.037834
140,6.4516187,5.3597655,88.18862
141,6.7269707,5.5128126,87.76021
142,6.7927465,5.4015064,87.80575
143,82.61618,9.460465,7.92335
144,6.5189147,5.601092,87.87999
145,6.500703,6.309332,87.189964
146,7.127832,6.0325594,86.83961
147,11.061547,7.690211,81.248245
148,6.268797,6.249054,87.48215
149,7.4934936,6.6821804,85.824326
150,9.431629,82.54442,8.023956
151,6.8692417,5.33682,87.79394
152,7.1460633,5.8903413,86.9636
153,8.531239,85.82989,5.638872
154,8.885058,85.60449,5.510445
155,8.94235,85.53185,5.525791
156,82.856155,9.434258,7.709588
157,9.222116,84.95229,5.82559
158,84.70218,8.774519,6.5233083
159,6.108735,5.470287,88.42098
160,8.708135,8.502749,82.789116
161,8.624563,7.0952864,84.28015
162,8.151868,6.6889105,85.159225
163,85.10994,8.897283,5.992781
164,85.44466,8.431042,6.1242957
165,7.3814607,5.895444,86.7231
166,6.680662,6.563028,86.75631
167,85.45051,8.6117935,5.937698
168,6.3352795,6.0049596,87.65977
169,83.862946,10.067169,6.0698876
170,7.216243,5.592353,87.19141
171,7.028001,5.845654,87.12634
172,7.0991883,6.465786,86.43503
173,85.21307,8.716547,6.070372
174,6.802354,6.15353,87.04412
175,14.255539,27.439463,58.304996
176,6.631161,5.594766,87.77407
177,84.157684,8.960078,6.8822293
178,6.480491,5.4058933,88.11361
179,84.18586,9.753306,6.060839
180,6.644608,5.748742,87.60665
181,6.629321,6.1591334,87.21155
182,73.240486,13.268667,13.490844
183,6.2817917,7.048285,86.66992
184,7.0395403,8.9318495,84.02861
185,6.4403996,5.45282,88.10678
186,85.12868,8.808792,6.0625305
187,85.322876,8.773361,5.9037614
188,6.153154,5.4240723,88.42278
189,84.53147,8.957943,6.510582
190,83.838036,9.457899,6.7040615
191,7.84261,7.495186,84.66221
192,6.109732,5.565213,88.32505
193,6.825186,5.689989,87.484825
194,84.053764,8.771935,7.174302
195,84.922424,9.109107,5.96847
196,6.686543,6.353548,86.95991
197,85.46181,8.587004,5.9511824
198,84.88722,9.101861,6.010917
199,7.54285,6.4753094,85.98184
200,6.8476706,5.599144,87.553185
201,17.806185,13.363438,68.83038
202,6.466814,5.380224,88.15296
203,7.31225,5.650114,87.037636
204,6.579917,5.3604536,88.05963
205,6.2302938,5.3499928,88.419716
206,7.9092474,6.1547766,85.935974
207,6.220858,5.345596,88.43355
208,7.7320924,7.4034266,84.86448
209,6.6987777,5.3429103,87.95831
210,6.9352016,5.587209,87.477585
211,8.032673,6.471686,85.49564
212,7.551922,6.3036404,86.14443
213,10.852156,14.959966,74.187874
214,85.14822,8.872115,5.9796734
215,84.10722,8.868165,7.0246143
216,8.609875,86.05957,5.330553
217,82.76276,9.944537,7.2927146
218,8.471712,6.8619275,84.66636
219,85.378456,8.604207,6.0173426
220,85.2224,8.906729,5.870875
221,81.39003,9.952645,8.657321
222,8.998426,7.024189,83.97739
223,8.942562,85.72613,5.3313136
224,7.268226,6.632655,86.09912
225,7.109715,5.5252204,87.36507
226,6.8378024,5.748334,87.41386
227,9.270166,7.802215,82.92762
228,9.486247,8.749036,81.76472
229,7.2300444,5.6433787,87.12658
230,7.408558,6.2046843,86.38676
231,85.27619,8.498677,6.225128
232,7.219784,6.759091,86.021126
233,82.538956,9.29741,8.163631
234,10.163271,8.919613,80.917114
235,6.7938566,5.5216975,87.68445
236,7.1518564,6.3367424,86.5114
237,84.115456,8.355204,7.5293326
238,9.184301,7.5189323,83.29676
239,6.213296,5.6589622,88.12774
240,6.3521414,5.3467283,88.301125
241,6.130144,5.3690367,88.500824
242,7.349214,6.1679397,86.48285
243,7.7146077,6.281625,86.00377
244,6.9484653,6.3225627,86.72898
245,6.6604295,5.9585066,87.38106
246,8.556886,85.91203,5.531082
247,85.274376,8.499465,6.226161
248,7.837341,6.1999664,85.96269
249,8.593241,86.15192,5.254842
250,11.195592,82.181305,6.623109
251,8.738118,7.776166,83.48572
252,6.402304,5.928331,87.669365
253,6.2057686,5.3284645,88.46577
254,7.24869,5.880028,86.871284
255,8.415263,86.1859,5.3988414
256,6.574979,5.3507013,88.07432
257,6.0905857,5.3693,88.540115
258,8.033266,6.8150797,85.15166
259,7.227642,7.611269,85.16109
260,85.47336,8.519712,6.0069265
261,7.217157,6.0880785,86.694756
262,84.99761,8.96773,6.03466
263,85.34747,8.5623,6.090228
264,6.6726537,6.2205114,87.10683
265,7.703973,6.895732,85.4003
266,6.24622,6.575836,87.17795
267,82.28206,10.334862,7.383076
268,6.284531,6.122538,87.592926
269,7.6806197,6.6483183,85.67106
270,6.3545375,6.3668804,87.27858
271,84.02333,8.870229,7.1064434
272,6.282223,6.194122,87.52366
273,10.246339,7.3571057,82.396545
274,10.929706,82.43205,6.6382465
275,10.674877,83.21772,6.1074076
276,6.123208,5.40301,88.47378
277,6.8985276,5.792029,87.30944
278,12.076046,80.74571,7.1782393
279,7.0642443,5.79125,87.14451
280,84.49266,9.491367,6.015972
281,8.594,85.88716,5.5188375
282,6.373074,5.386215,88.24071
283,6.4181776,5.67761,87.904205
284,6.9144645,5.5788813,87.50665
285,84.68287,8.80415,6.512981
286,6.1226935,5.5497956,88.327515
287,8.332151,6.434292,85.23355
288,85.57559,8.341737,6.0826807
289,11.29994,9.272722,79.427345
290,6.1264343,5.3821516,88.49142
291,8.131957,6.5877533,85.2803
292,7.8098803,6.2683,85.92182
293,84.47894,9.58287,5.9381886
294,85.11161,8.459049,6.429341
295,8.462171,6.4404035,85.09743
296,85.279205,8.377911,6.3428836
297,7.671417,6.884821,85.443756
298,12.733587,12.478138,74.78827
299,8.25955,7.4360647,84.30439
300,7.8671656,6.7109456,85.42189
301,8.9479065,7.1736465,83.87845
302,9.145017,84.99409,5.8609004
303,85.19445,8.818043,5.9875116
304,8.92779,85.871605,5.200606
305,9.376888,84.981606,5.641501
306,81.499756,11.438101,7.0621467
307,8.674056,86.03982,5.2861204
308,7.8064775,5.7423244,86.4512
309,8.684913,85.91438,5.4007063
310,9.326543,7.7061596,82.9673
311,8.299448,6.0142317,85.68632
312,6.793316,6.0295324,87.177155
313,6.1948376,5.4684052,88.336754
314,73.33623,14.638448,12.025327
315,12.074234,80.40229,7.523471
316,8.013335,6.6693454,85.31732
317,83.889046,8.755007,7.355951
318,85.4484,8.622835,5.9287653
319,10.140237,8.500161,81.359604
320,7.4863596,5.757231,86.75641
321,83.69847,10.313679,5.987854
322,84.256676,8.9482565,6.795063
323,9.352305,85.02862,5.6190825
324,7.9622717,8.654191,83.383545
325,6.261673,5.4116054,88.32672
326,6.27194,6.498517,87.22954
327,7.8660765,7.1116695,85.022255
328,62.780045,26.00432,11.215631
329,8.807743,85.68674,5.5055127
330,85.15915,8.700698,6.1401505
331,82.989265,9.157074,7.853663
332,8.147359,7.7548823,84.097755
333,10.014256,7.1297646,82.85598
334,85.09874,8.975259,5.9260106
335,6.1543646,5.4140897,88.43154
336,6.2774725,5.9302387,87.79229
337,6.9479694,6.942422,86.10961
338,8.318727,85.92271,5.758571
339,6.412306,6.0270433,87.560646
340,16.692837,22.600723,60.706444
341,6.5822253,5.894234,87.52354
342,7.1924024,6.5724926,86.2351
343,6.1878633,5.6386776,88.17346
344,10.7245035,8.747395,80.5281
345,6.7609825,6.0295916,87.209435
346,8.785844,85.78282,5.431326
347,81.331924,10.944286,7.723791
348,6.836347,5.9216747,87.241974
349,6.335118,5.374821,88.29006
350,6.338866,5.542683,88.118454
351,83.36798,8.9965105,7.635514
352,6.8313146,6.2006507,86.96803
353,7.9585447,6.428361,85.61309
354,10.544301,8.191538,81.26416
355,9.069018,85.77924,5.151736
356,8.437087,86.275116,5.287803
357,85.37422,8.509961,6.1158175
358,7.9641395,7.1178102,84.91805
359,7.2548976,5.4970145,87.248085
360,85.13906,8.852211,6.008729
361,8.166768,6.653905,85.17933
362,8.57719,85.94252,5.4802938
363,9.678347,8.608275,81.71338
364,8.619084,85.93171,5.4492126
365,84.69916,9.238974,6.061864
366,85.309166,8.597625,6.0932035
367,6.722135,6.9630885,86.31477
368,7.587081,6.467779,85.94514
369,6.398059,5.794924,87.80702
370,85.1731,8.515478,6.311422
371,9.514928,84.68117,5.8038945
372,6.352783,5.3344383,88.31278
373,8.952306,6.413538,84.63416
374,9.558407,84.60616,5.8354354
375,7.2936482,8.696722,84.00963
376,84.702156,8.654132,6.6437063
377,6.671826,5.7274275,87.600746
378,6.8852673,5.9487133,87.16602
379,6.133398,6.18579,87.68081
380,78.35342,11.550345,10.096239
381,84.36657,8.735369,6.898056
382,6.5765224,5.334163,88.08932
383,6.1836643,5.387773,88.428566
384,9.629127,84.44949,5.9213758
385,85.40335,8.539593,6.0570674
386,85.02076,8.897399,6.0818458
387,85.1734,8.371831,6.454763
388,85.35669,8.471299,6.172011
389,85.298584,8.557723,6.1436925
390,8.734043,84.46191,6.8040466
391,7.3234253,6.065979,86.6106
392,84.64492,9.452578,5.902504
393,8.171202,7.658568,84.170235
394,9.131073,8.055726,82.813194
395,6.3382945,5.3199334,88.341774
396,8.039956,6.5469646,85.41308
397,9.739516,7.268394,82.99209
398,9.344016,85.162254,5.4937305
399,84.60766,9.432734,5.959604
400,9.407761,84.35999,6.232253
401,6.5223107,5.357708,88.11998
402,8.682267,85.796776,5.5209627
403,6.4512744,5.3622756,88.18645
404,8.490341,6.283886,85.22577
405,6.48902,5.8654823,87.6455
406,8.8262,85.92356,5.250239
407,9.755641,9.828009,80.41634
408,8.965766,85.53601,5.4982243
409,7.972545,6.271785,85.75566
410,6.567621,5.756143,87.67623
411,6.540052,5.608792,87.85116
412,8.187373,7.0291615,84.78346
413,7.5613523,5.9679193,86.470726
414,8.856565,6.622252,84.52118
415,8.080496,6.905092,85.01441
416,6.972775,5.965627,87.0616
417,6.528902,5.487851,87.98325
418,7.351822,6.109321,86.53886
419,6.214369,5.5139527,88.271675
420,6.181901,5.682356,88.13574
421,7.1114583,5.8827324,87.0058
422,6.316332,5.529862,88.1538
423,12.820609,31.70244,55.476944
424,84.70626,9.348086,5.945654
425,6.168765,5.9240713,87.907166
426,6.201241,5.7436223,88.05513
427,6.866026,5.7645907,87.369385
428,9.776846,7.637109,82.58605
429,6.194608,6.300214,87.50518
430,6.4701767,5.570025,87.9598
431,6.9090843,5.5661306,87.52478
432,8.451932,7.191675,84.35639
433,9.427355,84.55063,6.022012
