,?,n,y
92,8.523363,6.6132865,84.86335
93,8.018437,6.3902764,85.591286
94,15.327224,10.889461,73.78332
95,8.627101,6.4254665,84.94743
96,9.243222,6.5561385,84.200645
97,9.9615135,9.155087,80.8834
98,9.325315,83.16413,7.510547
99,7.761676,8.295885,83.94244
100,7.6248193,7.323509,85.05167
101,62.990814,22.311388,14.697802
102,29.913893,57.223,12.86311
103,80.93924,11.890352,7.170409
104,16.025063,8.270783,75.704155
105,11.38291,82.51524,6.101847
106,65.06883,25.75514,9.176027
107,49.61862,40.853455,9.527922
108,70.05242,18.990164,10.957414
109,82.349,9.172191,8.478813
110,7.5873284,6.620597,85.792076
111,46.443855,44.192043,9.36411
112,10.498689,83.02269,6.4786196
113,67.08669,19.950836,12.962466
114,7.5700617,6.969012,85.46093
115,33.80484,26.352764,39.842396
116,8.46534,6.364403,85.170265
117,7.989742,10.066041,81.944214
118,48.109573,29.515877,22.374552
119,8.257806,6.335628,85.40656
120,8.1388035,6.6590676,85.202126
121,7.9260573,9.125152,82.94879
122,7.532759,7.1783433,85.2889
123,8.378814,6.345418,85.27577
124,26.458612,30.083878,43.45751
125,10.241484,83.24371,6.514804
126,7.6061196,8.168777,84.225105
127,30.282848,31.170706,38.546444
128,81.4855,9.323808,9.190694
129,81.58522,11.033507,7.381278
130,7.8987427,6.3766184,85.72463
131,81.83547,9.877429,8.287093
132,20.124252,9.066069,70.80968
133,81.99483,9.749005,8.256171
134,12.261299,76.223305,11.515394
135,9.853206,83.63512,6.5116773
136,8.189534,6.5980434,85.21242
137,37.61756,11.005601,51.37684
138,11.517509,15.806296,72.676186
139,8.812085,6.3120747,84.87584
140,11.695838,11.4748955,76.82927
141,8.861426,9.273422,81.86515
142,7.8436894,7.6665654,84.489746
143,82.16813,9.841097,7.9907713
144,8.323422,6.368689,85.307884
145,9.148182,6.2397037,84.612114
146,8.756268,12.959768,78.283966
147,8.22529,6.442947,85.331764
148,8.975069,6.2685885,84.75635
149,8.8811035,6.3000636,84.81883
150,10.533321,82.96773,6.498949
151,8.414392,6.5272875,85.05833
152,8.402442,6.449041,85.14851
153,9.41608,84.233185,6.350744
154,16.83328,70.69901,12.467714
155,80.99997,11.703971,7.296063
156,8.404968,6.5108395,85.08419
157,13.050023,20.736282,66.2137
158,38.386005,38.583652,23.030346
159,7.7566237,6.509381,85.734
160,8.859381,6.3665957,84.774025
161,74.79696,10.483389,14.719655
162,8.551014,6.49197,84.957016
163,30.878317,14.327709,54.793976
164,81.525406,9.237346,9.23725
165,82.52281,9.216433,8.260751
166,11.134892,8.1054125,80.75969
167,82.04188,9.214096,8.744032
168,82.164314,9.291265,8.544428
169,15.578105,8.854982,75.56691
170,8.228625,8.57258,83.1988
171,10.649594,82.47306,6.8773427
172,8.12358,7.299317,84.5771
173,63.955975,28.97143,7.072594
174,8.64557,6.5181365,84.836296
175,15.385799,41.93378,42.68042
176,8.196452,6.538856,85.26469
177,77.707634,9.639126,12.65324
178,18.531466,73.85648,7.6120486
179,21.302147,31.431898,47.26596
180,48.74559,23.580156,27.674252
181,8.223839,8.632007,83.14415
182,79.00226,13.859945,7.1377964
183,11.971701,16.22981,71.798485
184,17.750364,36.3738,45.875835
185,18.557251,47.18358,34.25917
186,81.51203,9.676468,8.811503
187,82.363174,9.201879,8.434945
188,19.783445,26.515276,53.701283
189,81.68013,10.417273,7.9025955
190,82.664986,9.304655,8.030358
191,8.371284,6.4731092,85.15561
192,15.3073635,24.865149,59.827484
193,7.9321427,6.460198,85.60766
194,60.3311,14.916851,24.752043
195,28.51233,9.016131,62.47154
196,8.310742,6.6030793,85.086174
197,21.508358,67.72778,10.763867
198,81.3708,9.164477,9.464728
199,46.677105,17.445253,35.877636
200,34.287167,43.59345,22.119392
201,7.579744,6.6229424,85.79731
202,12.0303,16.461155,71.50855
203,8.223839,7.2486243,84.52754
204,8.7157755,6.389692,84.89452
205,7.8961077,6.452162,85.65173
206,8.242537,6.416053,85.341415
207,8.090929,6.4348555,85.47422
208,8.245501,6.4644804,85.290016
209,9.024203,6.851261,84.124535
210,8.732733,6.424378,84.84289
211,13.828725,29.761583,56.40969
212,8.478277,6.3666663,85.15506
213,8.002775,6.4518943,85.545334
214,81.00527,11.55955,7.4351773
215,76.86155,13.720033,9.418418
216,21.753624,69.86368,8.3827
217,78.86914,8.811657,12.319212
218,8.489177,10.111897,81.398926
219,81.96904,9.347044,8.683918
220,75.51719,16.812355,7.6704583
221,82.13385,10.623467,7.242685
222,7.5759187,6.6228943,85.801186
223,12.136431,81.81263,6.0509434
224,7.607289,6.560032,85.83269
225,9.9597025,10.186963,79.85333
226,8.239867,6.461644,85.29849
227,7.821457,6.7926807,85.38586
228,8.807545,6.3044605,84.88799
229,11.460422,73.60054,14.939038
230,7.8617616,8.917013,83.22123
231,43.57828,35.813572,20.608147
232,20.610636,27.151304,52.238052
233,80.75454,11.98595,7.259508
234,8.333109,6.4285097,85.23839
235,13.249263,21.704184,65.04655
236,10.062185,9.818995,80.11882
237,82.18588,9.442968,8.371147
238,8.581587,6.316676,85.10174
239,7.7194943,6.7273626,85.55315
240,7.9720182,6.5639486,85.464035
241,21.208418,39.52007,39.271515
242,9.616149,8.309658,82.074196
243,11.610006,10.426976,77.96301
244,9.888835,9.11458,80.99658
245,45.63891,18.22982,36.13127
246,71.73588,20.844872,7.419247
247,57.973873,13.567037,28.459095
248,9.54707,7.325244,83.127686
249,9.434201,84.03927,6.5265374
250,12.226731,77.663284,10.109985
251,8.0990095,6.6185207,85.28247
252,74.83644,9.613442,15.55011
253,13.365105,13.40905,73.225845
254,8.073655,6.7720466,85.154305
255,10.979372,82.86057,6.160055
256,8.870082,9.219362,81.91055
257,8.360197,6.37211,85.26769
258,7.7644296,7.1052113,85.13036
259,14.656387,10.859653,74.48396
260,70.69643,11.251202,18.05237
261,19.813192,13.133229,67.05358
262,72.87935,19.657558,7.463096
263,82.78137,9.4379,7.780739
264,8.112444,6.505417,85.38214
265,7.799525,6.625925,85.574554
266,8.245276,7.0991845,84.65554
267,82.1675,10.225006,7.607484
268,78.14578,10.77315,11.08106
269,8.739656,6.450204,84.810135
270,9.63225,13.725847,76.64191
271,69.27029,19.718515,11.011201
272,8.520618,6.3130393,85.16634
273,13.158235,11.895892,74.94587
274,8.445304,10.612516,80.94218
275,13.971539,76.54553,9.482936
276,8.220647,9.171919,82.60744
277,8.386007,6.4175553,85.19644
278,9.627266,82.52419,7.8485394
279,13.01053,16.111773,70.87769
280,19.944796,74.24936,5.805841
281,40.685604,35.567978,23.74642
282,18.972065,57.138317,23.889618
283,8.655278,7.921913,83.42281
284,7.977793,6.3682585,85.65395
285,20.561958,27.637377,51.800667
286,19.189034,20.459673,60.351295
287,8.771755,6.2750006,84.95324
288,81.77801,10.710869,7.511123
289,7.688884,6.662234,85.64888
290,12.971328,9.801229,77.22744
291,13.656229,19.07318,67.27059
292,77.94368,10.670343,11.385971
293,63.582386,15.215511,21.2021
294,25.178558,8.360091,66.46135
295,13.059553,20.187414,66.75303
296,82.44126,9.745962,7.812781
297,7.8560247,7.9863763,84.1576
298,7.605443,6.974979,85.419586
299,78.86943,9.8212805,11.309287
300,8.938654,6.3985577,84.66279
301,9.965461,9.206896,80.827644
302,9.4847765,84.03651,6.478715
303,81.850815,9.533499,8.615696
304,43.32271,41.727684,14.949605
305,9.986645,83.30052,6.712833
306,23.360144,35.242687,41.39717
307,19.88724,41.746155,38.366604
308,8.057126,9.125971,82.8169
309,18.00097,58.845455,23.153572
310,9.393952,6.2700415,84.336006
311,8.472403,6.3325377,85.19506
312,12.36238,10.3978405,77.239784
313,8.825807,6.304063,84.870125
314,58.149574,33.723198,8.127228
315,14.436288,74.789795,10.773916
316,7.903878,7.1884656,84.90765
317,59.448288,26.001787,14.549925
318,82.37171,9.613121,8.015167
319,8.730864,7.484457,83.78469
320,10.649884,7.0630255,82.28709
321,82.889084,9.700409,7.410509
322,16.238037,66.41595,17.346008
323,9.53765,83.55305,6.909303
324,7.705572,7.44863,84.845795
325,13.802088,27.57004,58.627872
326,18.934267,17.501827,63.56391
327,8.176784,6.540545,85.28267
328,81.5223,10.604622,7.8730783
329,16.80559,70.61751,12.576908
330,81.21513,11.079824,7.705044
331,72.7219,15.237861,12.040245
332,8.014609,6.4287653,85.556625
333,8.022126,6.475562,85.50231
334,82.40437,10.265785,7.3298373
335,35.339478,12.835396,51.82512
336,7.586927,6.7038255,85.70924
337,8.794314,9.851595,81.354095
338,10.334736,80.58712,9.078146
339,8.645029,6.2776566,85.07732
340,8.108439,6.3841076,85.507454
341,8.682754,9.558014,81.75924
342,20.64626,46.31699,33.03675
343,22.410479,9.051866,68.53767
344,15.7902,6.290625,77.91918
345,10.486329,6.670203,82.84347
346,9.998592,83.56601,6.4353943
347,81.50086,9.075563,9.423577
348,13.317576,6.188391,80.49403
349,8.390193,6.3977933,85.21201
350,8.889408,14.392199,76.71839
351,75.566765,17.07587,7.357368
352,8.177149,6.4745507,85.348305
353,8.550894,6.370013,85.0791
354,18.761168,74.01614,7.222696
355,9.562652,83.426956,7.010392
356,12.53585,76.89703,10.567118
357,81.99039,9.766993,8.242629
358,8.236522,6.408551,85.35493
359,8.922995,6.2830167,84.79398
360,36.01274,49.74693,14.240329
361,7.8330812,6.4966497,85.670265
362,10.718055,79.822784,9.459155
363,73.85066,12.17068,13.978654
364,73.04458,15.570972,11.384447
365,82.664665,9.60793,7.7274094
366,60.32114,11.940648,27.73821
367,23.611698,31.273321,45.11498
368,8.362224,6.5632215,85.074554
369,10.518902,16.625496,72.855606
370,81.33356,9.059743,9.6067
371,11.197184,77.768036,11.034772
372,16.128643,13.780107,70.091255
373,40.58734,13.700697,45.71196
374,19.615143,70.43904,9.945818
375,7.8197904,8.048497,84.131714
376,18.09589,34.12958,47.774532
377,8.406371,6.4872065,85.10642
378,8.179195,6.4119606,85.40885
379,9.391968,14.241159,76.366875
380,26.945576,30.06914,42.985287
381,81.205925,9.27414,9.519928
382,8.619764,6.419649,84.96059
383,8.04452,7.0385695,84.916916
384,9.620692,79.50107,10.878235
385,82.38568,9.949114,7.665209
386,82.44279,9.211756,8.345464
387,72.07654,16.999868,10.923595
388,15.316857,11.753201,72.92994
389,81.88022,9.223431,8.896353
390,9.517334,80.76034,9.722323
391,8.330643,6.6675878,85.00177
392,73.117935,16.635998,10.246065
393,11.626939,11.16824,77.20483
394,8.222481,6.3264413,85.45107
395,8.473389,6.3557825,85.17083
396,8.284718,6.374404,85.34088
397,7.732679,6.8942704,85.37305
398,10.371877,83.15884,6.4692826
399,32.948654,54.83624,12.215102
400,14.268231,55.675,30.056772
401,20.022997,35.046795,44.930206
402,9.617688,83.42146,6.960842
403,8.375478,6.388183,85.23634
404,8.634376,8.496245,82.86938
405,8.727615,6.310508,84.961876
406,9.450401,83.943596,6.606009
407,16.45586,20.920559,62.623577
408,10.789958,78.081116,11.128923
409,15.668002,12.65987,71.67213
410,8.467013,6.5812597,84.95173
411,24.378881,25.102467,50.518654
412,7.7271833,7.056565,85.216255
413,8.306642,6.3596263,85.33373
414,7.90551,6.5542965,85.540184
415,8.022705,6.381484,85.59581
416,14.920089,11.588097,73.49181
417,11.787144,17.209795,71.00307
418,7.895811,6.80056,85.30363
419,30.621286,26.896816,42.48189
420,29.992897,28.473827,41.53327
421,20.391796,11.5666275,68.04158
422,7.6697044,6.823118,85.50718
423,7.9262915,6.678368,85.39534
424,79.98152,12.900803,7.1176796
425,28.119022,22.259062,49.621918
426,12.204962,24.021683,63.773354
427,8.425527,6.782871,84.7916
428,17.01625,7.5366035,75.44714
429,72.7722,15.487538,11.740265
430,9.112045,8.956236,81.931725
431,7.633309,6.786356,85.58034
432,10.314745,14.321663,75.36359
433,9.872184,83.713196,6.4146266
