,republican,democrat
160,8.832779,91.16722
161,9.570621,90.429375
162,91.33553,8.664462
163,8.739116,91.26088
164,9.200418,90.79958
165,87.26904,12.730959
166,91.16764,8.832362
167,26.436958,73.56304
168,8.734743,91.26526
169,8.668889,91.331116
170,28.885412,71.114586
171,10.494191,89.505806
172,10.408572,89.59142
173,8.763086,91.236916
174,12.148212,87.85178
175,91.25488,8.745115
176,10.025457,89.97454
177,9.225762,90.77424
178,10.313451,89.686554
179,8.947011,91.05299
180,16.150036,83.84997
181,8.793517,91.20648
182,8.6935005,91.306496
183,21.890535,78.10947
184,8.810893,91.1891
185,19.747112,80.25289
186,24.308466,75.691536
187,81.81123,18.188763
188,21.487682,78.512314
189,91.26531,8.734685
190,91.34506,8.6549425
191,22.16516,77.83485
192,8.779738,91.22026
193,76.16045,23.839546
194,91.30294,8.697063
195,8.873634,91.126366
196,91.17728,8.822728
197,11.077621,88.92238
198,8.726608,91.2734
199,11.285937,88.714066
200,8.703057,91.29694
201,9.254693,90.745316
202,8.6704235,91.329575
203,91.31414,8.685858
204,8.766776,91.23322
205,73.22133,26.778675
206,91.16398,8.836031
207,9.490882,90.509125
208,9.846754,90.153244
209,9.551247,90.44875
210,25.82613,74.17387
211,12.618953,87.38105
212,12.589807,87.410194
213,91.068146,8.931861
214,38.116802,61.883198
215,50.31167,49.68833
216,67.76924,32.230762
217,9.041995,90.95801
218,13.261938,86.73805
219,17.814095,82.185905
220,8.723911,91.276085
221,15.080508,84.91949
222,91.30842,8.691576
223,91.27193,8.728077
224,89.832275,10.167726
225,82.05176,17.94825
226,10.288049,89.71195
227,91.22701,8.772988
228,91.31798,8.682021
229,91.29082,8.709176
230,90.233,9.766999
231,8.720056,91.279945
232,88.69585,11.304154
233,31.52299,68.47701
234,91.332,8.667996
235,74.51552,25.484484
236,8.724341,91.275665
237,10.119164,89.88084
238,91.29064,8.709357
239,65.66014,34.33986
240,8.763336,91.236664
241,91.28889,8.711116
242,57.615044,42.384953
243,8.747457,91.25254
244,9.511004,90.489
245,85.07294,14.927059
246,90.042206,9.957788
247,91.06928,8.930717
248,9.44392,90.556076
249,91.31124,8.688762
250,91.24679,8.753211
251,57.54882,42.451183
252,84.839264,15.160738
253,9.615703,90.38429
254,8.7342825,91.26572
255,91.26827,8.731728
256,24.315762,75.684235
257,9.164926,90.83507
258,10.595973,89.40403
259,9.448511,90.55149
260,50.991066,49.008934
261,9.093542,90.906456
262,8.916726,91.08327
263,8.720986,91.279015
264,9.970424,90.02958
265,91.31285,8.687147
266,91.25967,8.74034
267,8.893428,91.10657
268,8.996168,91.00383
269,26.140976,73.85903
270,8.905708,91.0943
271,8.707905,91.2921
272,91.2439,8.756104
273,90.9473,9.052697
274,38.51616,61.48384
275,90.60338,9.3966255
276,89.52309,10.476919
277,91.16391,8.83609
278,57.047455,42.95255
279,20.390106,79.60989
280,90.722855,9.277146
281,76.136955,23.863045
282,91.32021,8.67979
283,10.70346,89.29655
284,91.14118,8.858819
285,8.732029,91.267975
286,42.33394,57.666058
287,8.8441105,91.15589
288,8.732259,91.26774
289,8.815606,91.184395
290,21.322868,78.67713
291,14.590475,85.40952
292,11.389995,88.61001
293,9.859133,90.14087
294,51.210682,48.78932
295,91.178116,8.821884
296,8.9203615,91.079636
297,9.400404,90.599594
298,8.739259,91.26074
299,91.08303,8.916968
300,73.68146,26.318546
301,90.04718,9.952814
302,91.333755,8.666242
303,17.300318,82.699684
304,91.27773,8.72227
305,91.05991,8.940085
306,9.122346,90.877655
307,91.315926,8.684072
308,13.442893,86.557106
309,91.30069,8.699307
310,8.992417,91.00758
311,9.363222,90.63678
312,91.0012,8.998804
313,76.16344,23.836561
314,91.34327,8.656727
315,12.928134,87.07187
316,9.231453,90.768555
317,8.966762,91.03324
318,80.71327,19.286726
319,8.756734,91.24327
320,8.756894,91.2431
321,76.87475,23.12525
322,55.525696,44.474308
323,87.09109,12.908912
324,9.178711,90.82129
325,9.84688,90.15312
326,91.31373,8.686268
327,21.520105,78.4799
328,8.796527,91.20347
329,91.16877,8.831225
330,16.050991,83.94901
331,8.827476,91.17252
332,8.778683,91.22132
333,8.76836,91.231636
334,16.156607,83.84339
335,9.4867735,90.51322
336,9.279642,90.72036
337,8.723928,91.27607
338,90.9946,9.0054035
339,91.30327,8.696733
340,8.847286,91.15272
341,9.415017,90.584984
342,91.33219,8.667808
343,8.77811,91.221886
344,86.04721,13.952788
345,80.96124,19.038761
346,90.355446,9.644552
347,8.995627,91.00437
348,54.414833,45.585167
349,9.055758,90.944244
350,15.4544935,84.5455
351,45.687504,54.312496
352,91.21545,8.784555
353,8.679199,91.32081
354,91.31264,8.687365
355,91.29,8.709996
356,90.59184,9.408155
357,8.859722,91.140274
358,91.3198,8.680199
359,24.911884,75.08811
360,8.863657,91.136345
361,8.846093,91.15391
362,90.08208,9.917919
363,91.25482,8.745178
364,20.87981,79.120186
365,21.139162,78.86083
366,32.786575,67.213425
367,9.417788,90.58221
368,91.183655,8.816343
369,9.040375,90.959625
370,8.75893,91.24107
371,48.522964,51.47703
372,11.632635,88.36737
373,91.056206,8.943794
374,10.070721,89.92928
375,8.707465,91.292534
376,91.28865,8.711353
377,91.04319,8.956808
378,89.69327,10.306734
379,8.917026,91.08298
380,9.024111,90.97588
381,8.716595,91.2834
382,8.890236,91.10977
383,8.807666,91.19234
384,9.181886,90.818115
385,9.097381,90.90262
386,8.77272,91.22727
387,8.676885,91.32312
388,9.064584,90.93542
389,9.75209,90.2479
390,13.752277,86.24773
391,91.3053,8.694704
392,91.157745,8.842256
393,91.163956,8.836043
394,8.945017,91.054985
395,33.656414,66.34359
396,50.460648,49.539356
397,8.900387,91.09962
398,91.16583,8.834165
399,89.42137,10.57863
400,44.58156,55.41844
401,91.31799,8.682008
402,90.68616,9.313836
403,88.94491,11.055097
404,90.78541,9.214589
405,9.421196,90.578804
406,8.970534,91.02947
407,72.25361,27.746391
408,88.45261,11.547391
409,90.99774,9.002255
410,8.876641,91.12336
411,54.355694,45.644302
412,91.30952,8.690482
413,8.689619,91.31038
414,12.438545,87.561455
415,90.84578,9.1542225
416,8.850957,91.14905
417,10.944275,89.055725
418,8.72684,91.273155
419,91.306274,8.693721
420,8.74007,91.25993
421,8.748711,91.25129
422,8.806472,91.193535
423,23.186693,76.81331
424,28.070793,71.92921
425,8.873196,91.1268
426,90.00355,9.996457
427,9.298476,90.70152
428,38.766247,61.233753
429,48.345783,51.65421
430,8.850245,91.14975
431,91.17068,8.829322
432,78.016975,21.98302
433,91.28586,8.714137
