,n,?,y
91,35.88538,36.836372,27.27825
92,27.04639,28.504545,44.449062
93,26.720562,28.223047,45.05639
94,39.39993,37.21426,23.38581
95,39.397507,37.165947,23.436546
96,33.017384,34.742767,32.23985
97,38.625343,37.083374,24.291279
98,26.98334,28.58952,44.42714
99,39.326946,37.12373,23.549326
100,39.331104,37.193726,23.475163
101,39.408615,37.261974,23.32941
102,26.70002,28.213781,45.086193
103,26.79691,28.382498,44.820587
104,26.828825,28.288578,44.88259
105,32.485607,34.311893,33.20249
106,39.418606,37.234417,23.34698
107,26.779533,28.254896,44.965572
108,27.758533,29.305819,42.935646
109,35.121773,36.16496,28.713274
110,38.064697,36.992004,24.943293
111,39.302177,37.2937,23.404125
112,39.221695,37.281498,23.496807
113,35.977913,35.900806,28.121284
114,39.27742,37.320663,23.401918
115,27.1195,28.703876,44.176624
116,26.696285,28.234264,45.069447
117,30.464035,32.277485,37.25848
118,39.38318,37.28473,23.332088
119,39.240276,37.303505,23.45622
120,38.908516,37.10092,23.990559
121,26.712345,28.234201,45.05345
122,35.786026,36.799248,27.414726
123,28.932858,30.694162,40.372982
124,28.404585,29.759893,41.835526
125,39.382927,37.259056,23.358025
126,39.14072,37.094776,23.764503
127,26.753468,28.230337,45.016193
128,39.31854,37.287003,23.394459
129,37.899513,37.341827,24.758661
130,37.516342,36.733852,25.74981
131,38.669823,36.8981,24.432083
132,39.41632,37.25327,23.330406
133,39.395195,37.279137,23.325666
134,39.341724,37.28353,23.37474
135,39.305687,37.234158,23.460154
136,39.423687,37.23011,23.346203
137,32.616932,34.282146,33.10093
138,26.707003,28.249804,45.043194
139,39.419296,37.220715,23.359991
140,26.727528,28.287844,44.984623
141,33.177532,35.15792,31.664547
142,39.39694,37.253727,23.34934
143,39.134518,37.330788,23.53469
144,38.51187,37.4281,24.060036
145,30.512154,31.827133,37.660713
146,38.310467,36.797333,24.892197
147,39.313076,37.305183,23.38174
148,26.770348,28.260544,44.969105
149,26.709583,28.22647,45.063946
150,32.6995,34.43893,32.86156
151,39.341904,37.29658,23.36152
152,28.214996,29.507711,42.27729
153,39.235,37.05154,23.713459
154,37.672638,36.459274,25.868082
155,26.711374,28.244104,45.044514
156,39.124992,37.15073,23.724274
157,26.811037,28.404274,44.78469
158,39.27008,37.033455,23.696465
159,29.081335,30.112972,40.8057
160,39.063023,37.266396,23.670582
161,27.060246,28.681818,44.25794
162,31.471565,33.161278,35.367153
163,38.97796,37.290333,23.731705
164,39.410084,37.24554,23.344374
165,38.616665,36.850136,24.533197
166,36.483803,37.547268,25.968937
167,37.65231,37.53558,24.812115
168,26.71159,28.21208,45.076324
169,38.94773,37.159912,23.892355
170,38.577053,37.237198,24.185743
171,39.26583,37.21368,23.520481
172,39.28105,37.025505,23.693447
173,34.50305,35.031006,30.46594
174,39.352657,37.28434,23.363
175,27.014511,28.621462,44.364025
176,39.41814,37.233913,23.347948
177,39.251106,37.31198,23.436916
178,31.499504,33.362225,35.13827
179,39.265087,37.009552,23.725353
180,39.16905,37.338078,23.49287
181,26.847553,28.295723,44.85672
182,39.06661,37.320557,23.612833
183,39.21619,37.30194,23.481863
184,39.396782,37.167034,23.436182
185,26.692755,28.222958,45.084293
186,39.397766,37.25953,23.342707
187,32.957413,34.63544,32.407143
188,26.746517,28.251549,45.001938
189,39.318336,37.22437,23.457287
190,37.424706,37.45844,25.116848
191,39.198395,37.25685,23.544748
192,39.417477,37.22971,23.352812
193,38.29219,37.34762,24.360188
194,27.305758,28.953604,43.740635
195,29.30089,30.856138,39.84297
196,38.83927,37.412144,23.748592
197,39.387558,37.273464,23.338974
198,36.062218,36.339813,27.59797
199,26.728762,28.249666,45.02157
200,26.707432,28.247574,45.044994
201,39.39294,37.2755,23.331554
202,26.730474,28.293509,44.97601
203,39.215137,37.315166,23.469698
204,30.614847,31.29912,38.08603
205,39.07079,36.916508,24.0127
206,35.100418,36.613342,28.286243
207,39.421177,37.209908,23.368914
208,38.849346,37.31222,23.838423
209,39.09158,37.297935,23.61049
210,39.329685,37.290348,23.37997
211,27.899548,29.416487,42.68397
212,38.939133,37.03152,24.029339
213,39.395706,37.210102,23.394197
214,34.65589,36.10376,29.240345
215,26.92594,28.323793,44.750263
216,30.769236,32.429844,36.800926
217,26.699492,28.250536,45.04997
218,39.389107,37.28092,23.329971
219,39.15109,37.33126,23.517653
220,27.636454,28.853395,43.510155
221,26.70119,28.211836,45.08697
222,36.82211,36.52263,26.655266
223,39.101967,37.34842,23.549616
224,38.809196,37.2559,23.934902
225,39.285053,37.01529,23.699657
226,26.7418,28.220896,45.037304
227,39.383297,37.273033,23.343672
228,32.712193,34.461395,32.82641
229,39.332592,37.23091,23.436491
230,39.32338,37.199776,23.476849
231,39.267185,37.338043,23.394775
232,32.450195,33.533085,34.016716
233,37.829697,36.425,25.7453
234,29.97019,31.401495,38.628315
235,39.396294,37.27865,23.325058
236,39.2147,37.01426,23.771044
237,36.992836,36.159576,26.847586
238,39.359573,37.09538,23.545048
239,32.63737,34.194202,33.16843
240,26.711447,28.26304,45.025505
241,30.016556,30.984417,38.999023
242,31.733496,33.421993,34.84451
243,36.27025,36.764725,26.96503
244,26.800972,28.247728,44.951305
245,27.30785,28.742222,43.949932
246,39.39177,37.281292,23.326937
247,39.318478,37.0972,23.584326
248,39.015232,37.253605,23.731169
249,39.251476,37.30502,23.44351
250,39.39172,37.22084,23.387442
251,26.923332,28.391811,44.684856
252,26.867775,28.48494,44.64728
253,26.69194,28.218525,45.089523
254,26.753658,28.248442,44.997906
255,37.971012,37.185337,24.84366
256,37.43621,37.296223,25.267569
257,37.56779,37.60309,24.829119
258,26.972225,28.510231,44.517544
259,39.390583,37.13209,23.47732
260,26.768871,28.265137,44.965996
261,38.52592,37.19513,24.278954
262,29.194693,30.17076,40.63455
263,39.351944,37.207806,23.440256
264,39.39881,37.224377,23.376816
265,28.538418,29.849955,41.611626
266,28.18292,29.636755,42.18033
267,38.041668,36.540718,25.417614
268,39.101048,37.3208,23.57815
269,37.52556,37.334156,25.140291
270,39.27213,37.28218,23.445692
271,30.947948,32.70122,36.35083
272,26.83203,28.27397,44.893993
273,39.40824,37.224556,23.367199
274,38.253452,37.284042,24.46251
275,39.37767,37.242058,23.38027
276,39.017982,37.27342,23.708593
277,39.336796,37.234203,23.428997
278,39.052544,37.240864,23.706587
279,39.31122,37.291916,23.396864
280,39.106598,37.14133,23.752071
281,36.16346,36.808716,27.027824
282,39.25407,37.130203,23.615725
283,26.807468,28.271637,44.920895
284,39.27927,37.26174,23.458988
285,27.18588,28.581429,44.232693
286,39.250744,37.309727,23.439531
287,26.71328,28.225248,45.061474
288,38.887177,36.88889,24.223928
289,26.716566,28.229185,45.05424
290,26.7796,28.254852,44.96555
291,39.27585,37.16043,23.563725
292,33.72428,35.46497,30.810747
293,26.774422,28.368023,44.85755
294,38.134758,37.3987,24.466537
295,39.295185,37.06454,23.640282
296,39.103466,36.928703,23.967833
297,26.72144,28.22025,45.05831
298,39.349182,37.076443,23.574371
299,32.164265,33.930862,33.904873
300,26.79764,28.277325,44.92503
301,39.370193,37.294453,23.335358
302,30.070004,30.945429,38.98457
303,27.03421,28.651398,44.31439
304,31.501923,32.685425,35.812653
305,27.863562,29.19921,42.937225
306,31.224224,32.653515,36.12226
307,26.735004,28.319588,44.9454
308,38.944645,37.348793,23.706562
309,33.983086,35.589226,30.42769
310,39.32108,37.108864,23.570053
311,26.71023,28.217707,45.072063
312,26.711086,28.237768,45.05114
313,39.139473,37.35496,23.505566
314,38.778316,37.255413,23.966269
315,30.676497,32.351875,36.971634
316,26.739805,28.268078,44.99211
317,38.56458,36.802025,24.633408
318,27.068457,28.59853,44.333015
319,36.474438,37.06769,26.45787
320,38.933422,36.751266,24.315306
321,38.98513,37.116356,23.898508
322,26.808104,28.374866,44.817036
323,39.240482,37.326138,23.433376
324,33.21418,35.18676,31.59906
325,29.0913,30.218262,40.69044
326,26.777712,28.344494,44.877796
327,38.5327,37.077965,24.389332
328,39.255413,37.110542,23.634047
329,26.80244,28.26928,44.928276
330,39.41161,37.2442,23.344187
331,29.756016,30.640215,39.60377
332,32.76101,34.47422,32.764774
333,26.691887,28.239191,45.06892
334,26.720747,28.225399,45.053856
335,38.717896,37.26114,24.020958
336,26.936432,28.53694,44.526627
337,39.388092,37.25904,23.352869
338,26.832441,28.291718,44.875843
339,39.38316,37.209843,23.406996
340,27.291151,28.838789,43.870056
341,38.84203,37.215286,23.942692
342,39.06804,37.34469,23.587275
343,35.831066,36.089375,28.079561
344,39.37257,37.194695,23.432735
345,38.466015,36.57709,24.956896
346,39.176525,37.302315,23.521149
347,39.42074,37.238674,23.340578
348,39.38384,37.280758,23.335403
349,26.74542,28.339046,44.91554
350,26.891247,28.441874,44.666878
351,33.12235,35.005974,31.87168
352,37.39319,36.418556,26.188246
353,38.94263,37.374413,23.682962
354,26.910702,28.402975,44.686317
355,31.853241,33.08022,35.066532
356,39.370426,37.271366,23.358206
357,26.731236,28.222677,45.04609
358,39.381645,37.225845,23.392506
359,27.602095,29.276323,43.121574
360,27.501175,29.14966,43.34916
361,39.391018,37.216827,23.39215
362,26.719412,28.24973,45.030857
363,39.155968,37.24367,23.600363
364,39.41105,37.245247,23.34371
365,37.2299,37.025013,25.745094
366,26.962006,28.333282,44.70471
367,38.87838,37.282185,23.839436
368,39.291798,37.316704,23.391495
369,38.574974,37.309128,24.115896
370,39.291405,37.303883,23.404701
371,26.76061,28.28368,44.95571
372,38.50328,36.95643,24.540293
373,39.35943,37.271305,23.369265
374,39.125805,36.957924,23.916271
375,29.972734,30.938084,39.089176
376,39.056423,37.31022,23.63336
377,28.310219,29.851597,41.83819
378,39.16531,37.30879,23.525902
379,26.809586,28.385902,44.804512
380,26.707481,28.264608,45.027916
381,39.347294,37.17008,23.482626
382,39.385216,37.22329,23.391495
383,39.33387,37.20652,23.459612
384,26.757732,28.287067,44.955204
385,26.8465,28.323612,44.829895
386,38.496204,36.523197,24.980598
387,39.337456,37.30997,23.352575
388,26.743809,28.304403,44.951782
389,39.155575,37.35506,23.489355
390,39.234314,37.215023,23.550663
391,39.100582,37.165062,23.73435
392,39.23691,37.289158,23.473925
393,26.746479,28.228107,45.025417
394,32.273476,33.71245,34.014072
395,37.07363,37.021393,25.904974
396,26.70165,28.25851,45.039833
397,26.96413,28.413189,44.62268
398,39.379505,37.25784,23.362658
399,39.07749,36.84734,24.07517
400,29.012445,30.778738,40.208813
401,36.34944,36.493156,27.157408
402,38.964714,36.827927,24.207361
403,37.715565,37.332985,24.951456
404,27.402016,28.95456,43.64343
405,37.274426,37.39668,25.3289
406,26.796463,28.32906,44.87448
407,39.399155,37.26624,23.33461
408,26.911684,28.397312,44.69101
409,38.104454,37.190052,24.70549
410,39.164978,37.12346,23.711567
411,39.421295,37.213142,23.365564
412,26.696634,28.211477,45.09189
413,39.405437,37.23988,23.35468
414,39.364143,37.278038,23.357815
415,39.032887,37.086597,23.880516
416,39.191055,37.18817,23.620773
417,31.021572,32.844696,36.133736
418,27.006105,28.38573,44.608166
419,39.29786,37.222313,23.479826
420,39.327747,37.174694,23.497559
421,39.16337,37.084854,23.751785
422,39.35518,37.23295,23.411873
423,39.274536,37.314564,23.410896
424,28.07909,29.544062,42.376842
425,26.688591,28.217464,45.09395
426,39.336662,37.285027,23.378313
427,26.864838,28.466188,44.66897
428,39.254295,37.29407,23.451637
429,26.990643,28.38725,44.622097
430,39.24476,37.318703,23.436543
431,26.7361,28.32552,44.93838
432,26.963112,28.413212,44.623676
433,38.20559,37.048447,24.745956
