,republican,democrat
241,87.19894,12.801059
242,12.400819,87.59919
243,12.458525,87.54147
244,12.419209,87.5808
245,12.392481,87.60752
246,86.66746,13.332534
247,87.340775,12.659224
248,12.522989,87.47702
249,86.73272,13.267274
250,87.52318,12.476824
251,12.418416,87.58158
252,87.06892,12.931087
253,12.433408,87.56659
254,13.215258,86.78474
255,86.26729,13.732714
256,86.83432,13.165678
257,13.259944,86.74006
258,12.434877,87.565125
259,12.506803,87.4932
260,12.516409,87.48359
261,14.726721,85.27328
262,12.541235,87.45876
263,12.441502,87.558495
264,14.907002,85.092995
265,87.58794,12.412066
266,85.541595,14.458406
267,12.391743,87.60826
268,14.121524,85.87848
269,12.449576,87.55042
270,12.506067,87.49393
271,12.482718,87.51728
272,86.18281,13.817191
273,86.410835,13.5891695
274,12.642071,87.35793
275,87.180534,12.819468
276,86.9817,13.018301
277,86.76361,13.23639
278,85.89361,14.106387
279,14.386366,85.61363
280,84.834145,15.1658535
281,87.14756,12.852439
282,85.791466,14.208531
283,12.40743,87.592575
284,12.386835,87.61316
285,17.357676,82.64233
286,13.984964,86.01503
287,14.064208,85.9358
288,12.393342,87.60666
289,12.451635,87.54836
290,14.491124,85.50888
291,12.755047,87.24495
292,12.501905,87.49809
293,12.637816,87.36218
294,83.25208,16.74792
295,87.51256,12.48744
296,12.939231,87.06076
297,12.415815,87.58418
298,12.53647,87.46353
299,86.28748,13.712521
300,14.945478,85.05452
301,87.5938,12.406192
302,86.46245,13.53755
303,86.402794,13.597208
304,86.53872,13.461277
305,85.41645,14.583549
306,12.515765,87.48424
307,85.73192,14.26809
308,34.65647,65.34353
309,84.599945,15.400055
310,12.454633,87.54537
311,12.47005,87.529945
312,86.366066,13.633937
313,85.914635,14.08536
314,86.186325,13.813675
315,12.465167,87.534836
316,12.515237,87.484764
317,12.384847,87.61515
318,12.452509,87.54749
319,12.460557,87.539444
320,12.402325,87.59767
321,12.664899,87.335106
322,12.517174,87.48283
323,87.56492,12.435083
324,13.440805,86.5592
325,12.427161,87.57284
326,86.51416,13.48584
327,12.798842,87.20116
328,12.580426,87.41958
329,87.47214,12.527861
330,12.460791,87.539215
331,13.617619,86.38238
332,12.407005,87.592995
333,12.413846,87.58615
334,76.0399,23.960096
335,12.384703,87.615295
336,12.512471,87.48753
337,14.499762,85.50024
338,83.0221,16.977898
339,86.623886,13.376106
340,15.384788,84.61522
341,12.547469,87.45253
342,87.5382,12.461805
343,13.080549,86.91945
344,86.368164,13.63184
345,87.27621,12.723795
346,87.40701,12.592981
347,12.422232,87.57777
348,87.48911,12.510882
349,13.513958,86.48604
350,86.63763,13.362378
351,12.38702,87.612976
352,87.52209,12.47792
353,12.426761,87.573235
354,87.186134,12.813868
355,86.16052,13.839478
356,86.804855,13.195142
357,12.464311,87.53569
358,86.6698,13.33019
359,12.887934,87.11206
360,12.449266,87.55073
361,12.471664,87.528336
362,87.55058,12.44942
363,86.67696,13.323027
364,15.037708,84.962296
365,12.385806,87.6142
366,14.01023,85.98977
367,13.426894,86.573105
368,86.02303,13.976963
369,13.615092,86.38491
370,12.877705,87.1223
371,13.351107,86.648895
372,14.1580925,85.8419
373,85.33376,14.666232
374,13.587044,86.412964
375,15.212759,84.78725
376,86.61965,13.380342
377,86.88361,13.116384
378,87.56845,12.431552
379,12.431368,87.568634
380,13.375065,86.62493
381,12.39089,87.609116
382,14.029375,85.97062
383,12.72652,87.273476
384,15.451807,84.548195
385,13.412883,86.58713
386,12.3802805,87.61971
387,12.6743,87.32571
388,12.411966,87.58803
389,15.683098,84.3169
390,12.403082,87.59691
391,86.621704,13.378297
392,87.20373,12.79628
393,12.787527,87.21247
394,12.625649,87.37435
395,14.529057,85.47095
396,12.38348,87.61652
397,12.45196,87.548035
398,86.93117,13.068827
399,83.02186,16.978146
400,86.89715,13.102854
401,87.58579,12.414214
402,87.51523,12.484765
403,85.632935,14.3670635
404,87.461555,12.538446
405,12.76034,87.23966
406,12.5254,87.474594
407,12.387358,87.61265
408,86.43054,13.569459
409,85.762634,14.237367
410,12.515055,87.48495
411,86.91223,13.087763
412,85.03506,14.964938
413,12.618427,87.38157
414,12.403694,87.596306
415,86.90774,13.0922575
416,13.279293,86.7207
417,13.067317,86.932686
418,12.406494,87.5935
419,86.73732,13.262679
420,13.228898,86.7711
421,14.969857,85.03015
422,12.396618,87.603386
423,13.0180855,86.98192
424,13.046421,86.953575
425,12.479681,87.52032
426,86.12152,13.878484
427,12.508902,87.4911
428,12.383233,87.61677
429,86.97966,13.020344
430,15.340283,84.65971
431,86.04331,13.95669
432,86.57401,13.425989
433,87.25581,12.744193
