,n,?,y
82,84.39947,8.068863,7.531669
83,84.41046,8.059593,7.529954
84,84.13437,8.184516,7.6811104
85,84.34942,8.079367,7.5712137
86,83.9153,8.294138,7.7905684
87,82.93093,8.789663,8.279408
88,84.411934,8.0538,7.534259
89,8.063774,8.393739,83.54249
90,9.803045,9.762933,80.43402
91,9.841523,10.669634,79.488846
92,7.806452,8.793761,83.39979
93,8.122253,9.730493,82.147255
94,8.78888,8.7969475,82.41418
95,84.25969,8.165519,7.5747952
96,7.65132,9.035136,83.313545
97,7.8285823,9.29213,82.879295
98,84.33794,8.084755,7.5773053
99,8.370236,8.753807,82.87596
100,10.4654875,10.869972,78.66454
101,8.026985,8.784638,83.18837
102,10.471625,18.333626,71.19475
103,7.9424076,83.78774,8.269849
104,9.798064,10.073298,80.12864
105,84.412315,8.053784,7.533907
106,83.7699,8.367191,7.8629045
107,7.947112,8.977265,83.07563
108,9.14788,8.866059,81.98606
109,84.347626,8.106069,7.54631
110,84.40485,8.0645485,7.530606
111,84.414,8.054474,7.5315185
112,81.20102,9.659786,9.139189
113,7.7392077,9.522586,82.738205
114,69.89404,16.673897,13.432066
115,10.038398,9.561615,80.39999
116,7.75035,9.562351,82.6873
117,84.161674,8.230626,7.6076984
118,83.97867,8.344884,7.6764493
119,84.09136,8.20596,7.7026763
120,84.36843,8.070624,7.5609455
121,80.95162,9.784999,9.263376
122,7.824795,8.905439,83.26976
123,84.4134,8.053916,7.532679
124,79.247696,11.232054,9.520254
125,84.315445,8.0954685,7.5890884
126,84.39186,8.074661,7.5334787
127,84.41183,8.058195,7.529978
128,7.941193,83.754395,8.3044
129,8.502479,10.264783,81.23274
130,84.342804,8.109387,7.547812
131,84.43605,8.035652,7.5282984
132,84.12559,8.254485,7.6199317
133,83.095184,8.706932,8.197889
134,84.37481,8.162599,7.4626007
135,84.38809,8.077456,7.534454
136,84.344734,8.108056,7.5472074
137,84.248634,8.127953,7.6234155
138,8.457892,8.805909,82.736206
139,84.193665,8.20944,7.596899
140,84.39227,8.060269,7.5474606
141,84.376205,8.067146,7.5566506
142,8.001414,82.81709,9.181498
143,84.40742,8.054738,7.5378485
144,84.38081,8.06512,7.554065
145,84.41264,8.053788,7.5335717
146,83.98234,8.260509,7.7571526
147,84.329475,8.088768,7.5817623
148,83.95603,8.273701,7.770273
149,10.451694,10.036254,79.512054
150,8.954145,10.101063,80.94479
151,84.35986,8.097582,7.542557
152,84.26814,8.159868,7.571994
153,84.30054,8.138113,7.561344
154,10.808308,11.60704,77.584656
155,9.580946,9.635832,80.78322
156,84.2177,8.143183,7.6391196
157,80.33727,10.497271,9.165449
158,84.4043,8.065003,7.530702
159,84.40742,8.054738,7.5378485
160,83.90139,8.301116,7.7974916
161,83.34338,8.581903,8.074704
162,82.068375,9.225356,8.706284
163,8.430938,8.789227,82.77984
164,84.4134,8.053916,7.532679
165,8.164809,8.7503,83.084885
166,7.883296,9.179528,82.93717
167,68.3989,17.754225,13.8468685
168,8.604613,9.443173,81.95222
169,7.8287215,8.183208,83.98807
170,84.364426,8.094385,7.541182
171,80.12201,10.489577,9.388412
172,81.757805,9.371688,8.870518
173,7.510659,9.614834,82.87451
174,84.244835,8.175428,7.5797343
175,84.40967,8.060343,7.529991
176,84.41374,8.054091,7.5321703
177,12.676284,74.640144,12.683572
178,7.9813848,9.816484,82.20213
179,8.333406,83.411896,8.254698
180,82.13834,9.204274,8.657389
181,7.960722,9.470642,82.568634
182,8.051619,83.75414,8.194234
183,84.44566,8.121221,7.433123
184,7.6840053,8.3090515,84.00694
185,83.84028,8.3869705,7.7727475
186,8.025355,9.440418,82.53422
187,8.302203,9.536535,82.161255
188,8.44479,9.735559,81.81966
189,83.5471,8.479319,7.97359
190,84.39682,8.07091,7.5322695
191,84.38496,8.07975,7.535292
192,82.98604,8.761907,8.252057
193,82.967705,8.771138,8.261154
194,84.21928,8.192438,7.5882845
195,84.34858,8.105407,7.546013
196,84.35894,8.098226,7.5428357
197,84.27591,8.114602,7.6094866
198,7.7178626,9.162655,83.119484
199,78.42298,11.065528,10.511491
200,9.29185,10.383948,80.3242
201,8.194234,9.341815,82.46395
202,8.426556,8.727884,82.84556
203,81.5102,9.216484,9.273318
204,84.39525,8.073272,7.5314784
205,80.39991,10.1346445,9.4654455
206,8.11194,8.371053,83.517006
207,77.862015,12.143512,9.994475
208,8.211326,8.476925,83.31175
209,84.35144,8.103431,7.54513
210,84.14456,8.179445,7.675992
211,82.835236,8.8354845,8.329271
212,84.320984,8.124285,7.5547295
213,8.337445,8.656146,83.00641
214,83.218285,8.6906395,8.091081
215,8.066354,9.056674,82.876976
216,84.20754,8.200235,7.5922275
217,11.16259,10.466133,78.37128
218,84.42416,8.052251,7.5236
219,84.38008,8.083278,7.5366335
220,84.41396,8.055193,7.5308504
221,7.8324637,8.728046,83.43949
222,84.13437,8.184516,7.6811104
223,84.33793,8.112737,7.549344
224,84.217804,8.171006,7.611186
225,84.412674,8.05941,7.527925
226,10.021331,9.974516,80.00416
227,84.41404,8.054806,7.5311584
228,84.07498,8.241577,7.6834416
229,82.1685,9.173479,8.658023
230,84.190926,8.208951,7.600127
231,84.390366,8.075769,7.533859
232,84.25863,8.166226,7.575146
233,84.25597,8.1597805,7.584258
234,84.405785,8.055229,7.538987
235,84.4043,8.065003,7.530702
236,7.5246744,8.532819,83.942505
237,8.065956,9.274167,82.659874
238,84.41004,8.054078,7.5358725
239,84.359535,8.074677,7.565779
240,8.333967,9.711467,81.95456
241,67.072365,19.430328,13.497303
242,84.41386,8.0542,7.531937
243,7.4981904,8.591392,83.910416
244,11.43487,10.795953,77.76918
245,83.22051,8.6438,8.135689
246,82.83834,8.836295,8.325366
247,7.9808035,83.72125,8.297944
248,7.8927407,8.209328,83.897934
249,78.95071,11.171485,9.877806
250,82.50414,8.989199,8.506656
251,8.128416,8.398804,83.472786
252,84.34666,8.106729,7.546608
253,7.700376,8.363325,83.936295
254,7.615125,8.328941,84.05593
255,84.388824,8.061693,7.549481
256,84.364426,8.094385,7.541182
257,84.382545,8.081501,7.5359516
258,8.272326,9.569224,82.158455
259,7.479996,8.188675,84.33134
260,7.92124,9.271643,82.80712
261,7.534635,8.232961,84.2324
262,7.6107345,8.237639,84.15163
263,8.542461,9.49941,81.95813
264,7.4808693,8.776921,83.74221
265,82.59368,8.959488,8.446828
266,8.063604,9.108024,82.82837
267,8.606408,8.988672,82.404915
268,9.605136,9.403321,80.99154
269,7.4432044,9.488599,83.0682
270,84.375885,8.086292,7.5378237
271,9.969001,9.399484,80.631516
272,79.43272,11.820818,8.7464695
273,7.4963717,8.097137,84.40649
274,84.4043,8.065003,7.530702
275,31.066212,15.356363,53.577423
276,84.29433,8.142302,7.563374
277,83.3169,8.592219,8.090877
278,84.183014,8.160346,7.6566434
279,84.19203,8.155874,7.6520905
280,7.697707,9.267824,83.03447
281,11.302646,12.207426,76.48993
282,83.11389,8.743179,8.142936
283,83.7699,8.367191,7.8629045
284,84.323,8.122914,7.5540824
285,84.39682,8.07091,7.5322695
286,9.89799,16.38654,73.71547
287,9.019342,9.285138,81.69552
288,8.908472,8.953958,82.137566
289,12.228253,14.964845,72.8069
290,9.908102,11.504501,78.587395
291,8.759237,9.020398,82.22036
292,8.476197,9.062445,82.461365
293,84.411514,8.05853,7.5299606
294,82.227234,9.143933,8.628843
295,84.388855,8.076891,7.5342526
296,8.117671,8.348303,83.53403
297,84.35986,8.097582,7.542557
298,84.07676,8.206836,7.7164054
299,84.41377,8.0556345,7.5305915
300,84.26286,8.163399,7.5737424
301,84.25578,8.124441,7.619772
302,82.03062,9.242843,8.726543
303,84.409454,8.054206,7.536332
304,84.390366,8.075769,7.533859
305,84.29744,8.140205,7.5623565
306,7.4513764,8.351871,84.196754
307,84.329926,8.113724,7.556346
308,8.568292,8.959917,82.47179
309,84.20082,8.151523,7.647653
310,84.032776,8.235248,7.7319784
311,7.823894,9.299854,82.87625
312,83.28939,8.626689,8.08392
313,84.35428,8.10147,7.544258
314,84.45809,8.024495,7.5174117
315,84.39881,8.069366,7.5318127
316,9.609018,11.214102,79.17688
317,84.23238,8.130546,7.6370754
318,13.590108,15.255189,71.1547
319,84.2713,8.157752,7.570947
320,7.8777223,8.404346,83.71793
321,7.642979,8.408594,83.948425
322,8.815013,9.126811,82.05818
323,83.844315,8.329788,7.8259034
324,84.383354,8.080915,7.535728
325,7.642668,8.632352,83.724976
326,84.20647,8.200943,7.5925856
327,12.016327,10.682603,77.30106
328,7.9578333,9.331114,82.71106
329,83.20275,8.652748,8.144503
330,7.413201,9.34979,83.237015
331,8.281062,8.565939,83.153
332,84.38008,8.083278,7.5366335
333,81.73132,9.393341,8.875335
334,83.59637,8.454509,7.949119
335,83.873146,8.315305,7.811554
336,8.923141,9.111532,81.965324
337,7.696323,9.10622,83.19746
338,7.770048,8.188726,84.04122
339,83.5636,8.471005,7.96539
340,84.29408,8.105768,7.6001496
341,84.28218,8.111549,7.606271
342,83.20275,8.652748,8.144503
343,84.41264,8.053788,7.5335717
344,84.40256,8.06641,7.531026
345,83.73929,8.382591,7.878121
346,7.8975744,9.238,82.864426
347,7.8373,9.654162,82.50854
348,83.42944,8.538565,8.031994
349,84.39559,8.071066,7.5333414
350,84.35049,8.10409,7.545422
351,84.410065,8.059963,7.5299673
352,84.27717,8.275973,7.446848
353,84.40256,8.06641,7.531026
354,7.7528343,9.627474,82.61969
355,84.33794,8.084755,7.5773053
356,84.323,8.122914,7.5540824
357,7.6424093,9.199839,83.157745
358,77.23003,12.627438,10.142545
359,7.778451,8.325286,83.89627
360,9.53707,9.543471,80.919464
361,9.152289,9.018063,81.82965
362,7.771059,8.88988,83.339066
363,7.6079926,8.425305,83.966705
364,84.39946,8.057438,7.543099
365,9.454755,9.45169,81.09356
366,11.243729,10.702584,78.05369
367,84.412315,8.053784,7.533907
368,84.33002,8.118142,7.5518465
369,9.127526,9.242537,81.62994
370,7.86324,8.23271,83.90405
371,83.378,8.564476,8.05753
372,84.407906,8.06194,7.5301557
373,84.269424,8.117767,7.6128063
374,84.41395,8.054332,7.531722
375,9.204563,9.899679,80.89576
376,83.99523,8.254049,7.750723
377,84.36843,8.070624,7.5609455
378,83.73929,8.382591,7.878121
379,8.994858,9.241691,81.76345
380,8.214867,8.477369,83.30776
381,7.840705,8.857545,83.30175
382,7.867433,8.599943,83.53262
383,7.901696,8.446482,83.651825
384,8.284524,9.350312,82.36516
385,83.844315,8.329788,7.8259034
386,8.570199,11.023445,80.406364
387,84.40196,8.06689,7.5311446
388,9.522501,9.65965,80.817856
389,7.901869,83.04825,9.049876
390,7.981829,9.418996,82.599174
391,8.321514,9.610848,82.06764
392,8.31995,83.154755,8.525293
393,8.223317,8.441364,83.33532
394,7.6336646,8.770613,83.595726
395,8.916316,9.072818,82.010864
396,8.05742,9.450904,82.49167
397,84.375885,8.086292,7.5378237
398,84.443504,8.030887,7.525619
399,83.48388,8.873687,7.6424284
400,49.20392,20.48967,30.306414
401,7.938319,82.94705,9.114633
402,84.40136,8.067374,7.531268
403,8.085356,9.349181,82.56546
404,83.25589,8.625981,8.118133
405,10.296735,10.373291,79.32997
406,84.39749,8.070392,7.5321116
407,7.789596,8.638085,83.57232
408,83.72381,8.390374,7.8858128
409,82.497116,9.007496,8.495387
410,7.700173,8.986596,83.31323
411,84.032776,8.235248,7.7319784
412,8.015121,8.97516,83.00972
413,8.237416,9.2305975,82.53199
414,82.40202,9.055965,8.542008
415,7.753971,8.500428,83.7456
416,7.9778566,9.619793,82.40235
417,7.914299,8.279727,83.80597
418,7.4103527,8.106076,84.483574
419,7.782879,8.425626,83.7915
420,84.407906,8.06194,7.5301557
421,84.16807,8.226397,7.6055384
422,84.3098,8.131864,7.5583353
423,83.9153,8.294138,7.7905684
424,83.23822,8.634878,8.126898
425,8.041441,9.250649,82.70791
426,84.183014,8.160346,7.6566434
427,8.718183,82.57859,8.703228
428,11.658966,10.69009,77.65095
429,83.95603,8.273701,7.770273
430,80.31595,10.103842,9.580205
431,84.352936,8.077728,7.5693326
432,84.058395,8.298825,7.642779
433,84.412125,8.057869,7.530006
