,n,?,y
127,32.656567,34.767906,32.57553
128,32.51981,32.28391,35.196278
129,33.573177,35.247906,31.17892
130,34.607914,33.26736,32.124725
131,35.014214,33.407608,31.578182
132,32.740288,32.98111,34.278603
133,33.819077,32.960545,33.22038
134,33.93661,34.405224,31.658161
135,34.14209,33.63451,32.2234
136,33.50049,32.412605,34.086903
137,33.115124,33.69573,33.189148
138,33.811604,32.429756,33.758644
139,33.392498,33.380264,33.227238
140,32.4899,33.166794,34.343307
141,32.472187,33.72012,33.807693
142,33.904762,34.105927,31.98931
143,32.836773,34.09536,33.067863
144,33.752144,32.950665,33.29719
145,33.161858,33.38801,33.450134
146,33.85024,32.160145,33.989613
147,32.954895,33.194042,33.85106
148,34.133526,32.91784,32.948635
149,31.253466,34.701164,34.04537
150,33.17323,33.57453,33.252243
151,32.341446,33.22858,34.429974
152,33.034485,33.56986,33.395653
153,32.823326,33.43354,33.743134
154,33.42414,33.07872,33.49714
155,31.173647,31.701283,37.125072
156,33.81509,33.557255,32.62765
157,33.70584,32.684288,33.60987
158,33.618156,32.375698,34.006145
159,30.815706,34.52365,34.660645
160,33.663292,33.437927,32.898773
161,34.18569,34.059334,31.754974
162,33.307957,33.150524,33.541523
163,33.216084,33.930717,32.8532
164,33.750484,34.114014,32.135506
165,33.48362,32.288815,34.22757
166,33.163345,33.754887,33.081768
167,33.893234,33.285057,32.82171
168,32.719448,32.694466,34.586082
169,34.038975,32.66,33.301025
170,32.194935,33.806343,33.998726
171,33.448513,33.208088,33.343403
172,32.762005,33.779938,33.458057
173,33.257854,33.315544,33.426605
174,34.485577,33.355946,32.158478
175,33.013557,33.4442,33.54224
176,33.556793,34.282707,32.1605
177,33.875313,33.409695,32.714993
178,33.156067,33.33331,33.510624
179,32.551895,33.554012,33.894093
180,33.554035,33.074917,33.371048
181,34.239937,32.67602,33.084038
182,33.703342,33.317886,32.978775
183,33.032864,33.816917,33.15022
184,34.84402,32.198822,32.957165
185,32.224308,33.8946,33.88109
186,32.695965,34.51988,32.784157
187,33.109154,33.309284,33.581562
188,32.67811,32.84089,34.481003
189,33.78715,33.77904,32.433804
190,33.126156,33.482067,33.391777
191,35.16092,33.152,31.687078
192,33.89926,33.78562,32.31512
193,33.898006,33.225388,32.876606
194,33.392227,32.746918,33.860855
195,32.625637,34.004517,33.36985
196,32.77051,33.848904,33.38059
197,33.684616,33.47903,32.836357
198,33.624336,32.578022,33.79765
199,31.984905,33.986095,34.029
200,33.98232,32.93752,33.08016
201,33.520763,34.510612,31.968624
202,33.203144,32.882057,33.914803
203,33.196983,33.75381,33.04921
204,32.653553,34.21172,33.134727
205,33.790565,32.74169,33.46774
206,33.311104,33.223076,33.46582
207,33.38617,34.10322,32.5106
208,33.154083,33.77208,33.073837
209,32.206734,33.452682,34.340584
210,33.443745,33.22007,33.33619
211,33.080753,33.461727,33.45752
212,33.29128,33.53709,33.17163
213,34.415607,32.33102,33.253376
214,33.027473,33.429085,33.54344
215,32.21522,32.737415,35.04736
216,33.160587,33.643677,33.195732
217,32.087914,33.8008,34.111294
218,34.211628,33.031235,32.75713
219,33.782215,33.00974,33.208042
220,33.9111,30.787928,35.300976
221,33.655525,33.604847,32.73963
222,33.04658,33.748898,33.20452
223,33.313583,33.178757,33.507652
224,33.8061,32.82049,33.373413
225,34.391285,32.696888,32.911827
226,33.096077,33.28122,33.622704
227,34.194317,33.541836,32.263844
228,32.66414,34.148308,33.18755
229,33.652588,33.680622,32.666794
230,33.589214,34.134174,32.27661
231,33.784958,33.20798,33.00707
232,33.28696,32.21721,34.49583
233,33.57501,32.07285,34.352146
234,34.614902,33.936104,31.448996
235,33.96121,34.00699,32.031803
236,33.019955,32.648113,34.33193
237,33.75662,33.47599,32.76739
238,33.451126,33.882957,32.665913
239,32.58272,33.938118,33.47916
240,30.822702,34.976852,34.200443
241,34.984158,31.856922,33.15892
242,33.345226,34.3951,32.259674
243,33.661892,33.828312,32.509796
244,34.04355,32.471886,33.484562
245,33.35106,32.916496,33.732445
246,33.775,32.42341,33.80159
247,33.86216,31.86307,34.274776
248,33.48707,32.765903,33.74703
249,32.902573,33.799316,33.29811
250,33.301308,33.719246,32.97944
251,33.690998,33.729355,32.579647
252,34.955086,32.474407,32.570507
253,33.10818,33.273773,33.61805
254,33.531918,33.477245,32.990845
255,33.001812,33.8024,33.195797
256,33.947544,32.663963,33.388493
257,33.552227,33.64246,32.805313
258,31.435839,33.945854,34.618305
259,34.02903,33.481094,32.489876
260,32.412113,32.537094,35.05079
261,33.958115,33.81452,32.22736
262,31.489355,34.227802,34.28284
263,33.98906,33.358376,32.652573
264,33.021744,34.32132,32.656937
265,34.760677,32.51321,32.72611
266,33.5108,33.494473,32.994728
267,33.433388,33.51964,33.04697
268,33.639984,33.50709,32.85293
269,33.225143,33.447655,33.3272
270,31.96398,33.363434,34.67259
271,32.903904,32.837738,34.258358
272,33.19935,32.78761,34.013035
273,33.263363,33.331905,33.40474
274,33.42862,33.5291,33.042286
275,33.74202,33.19575,33.062225
276,33.21673,33.44017,33.3431
277,34.002747,33.723335,32.273914
278,32.750427,33.37256,33.877018
279,32.935368,35.10262,31.962019
280,33.770786,33.163963,33.065258
281,32.941776,33.63776,33.420464
282,33.1312,33.99052,32.878277
283,34.060116,32.30498,33.634903
284,32.57665,34.01549,33.40786
285,32.38712,34.419228,33.19365
286,33.02501,33.305965,33.66903
287,33.088932,31.875547,35.03552
288,32.533947,33.723488,33.742558
289,33.197342,32.869602,33.93306
290,33.552235,32.578766,33.868996
291,33.15738,32.95722,33.885403
292,33.457767,32.990025,33.55221
293,32.35868,33.805843,33.83548
294,34.17433,32.804455,33.02121
295,34.50615,32.056107,33.43774
296,33.829308,31.989136,34.181557
297,33.005596,33.472477,33.521935
298,33.698742,32.440487,33.86077
299,33.098362,32.759956,34.141685
300,33.325855,32.776512,33.897636
301,33.149086,33.326225,33.524693
302,32.800095,33.42475,33.775158
303,32.717278,34.40819,32.874535
304,32.137913,33.81056,34.051525
305,34.770645,32.41853,32.81083
306,32.72694,33.59741,33.67565
307,31.12947,34.529774,34.340755
308,33.59086,33.4031,33.00604
309,32.87143,33.395786,33.732788
310,32.940605,35.25017,31.809225
311,33.190853,32.862854,33.946293
312,33.98761,33.363575,32.64881
313,33.27433,33.432953,33.292717
314,33.343132,33.564156,33.09271
315,34.026863,32.78191,33.191223
316,33.751152,33.086758,33.162086
317,35.36372,34.118774,30.517506
318,32.092373,33.43071,34.476913
319,33.02173,34.542706,32.435562
320,31.634129,34.939785,33.42608
321,34.252625,34.28694,31.460434
322,33.68404,32.206028,34.109936
323,33.605118,33.44325,32.951633
324,32.618,33.636967,33.745037
325,33.354115,32.846275,33.799606
326,33.474968,33.55255,32.97248
327,33.390923,32.614353,33.99472
328,33.193554,33.27288,33.533566
329,33.930626,32.85706,33.212307
330,35.300613,33.996223,30.703167
331,32.297794,33.813755,33.888454
332,33.129173,33.525623,33.3452
333,33.89387,32.543716,33.562416
334,33.14011,32.283966,34.575928
335,33.773148,33.32387,32.902985
336,32.40416,33.888554,33.70729
337,34.922684,33.891895,31.185425
338,33.023773,33.775105,33.201126
339,33.380177,32.318104,34.30172
340,33.912964,33.39119,32.695847
341,33.413673,33.538353,33.047974
342,33.893425,33.17531,32.931267
343,33.868454,33.394444,32.737103
344,33.932026,33.296143,32.77183
345,33.9644,32.901608,33.133987
346,33.386448,34.21453,32.39902
347,33.054928,33.481426,33.463646
348,33.465588,33.86661,32.66781
349,32.34732,34.46648,33.186195
350,33.497063,33.400234,33.102703
351,33.671413,33.31038,33.018208
352,34.031506,32.733685,33.23481
353,33.352974,32.99947,33.647556
354,34.007847,32.914387,33.077766
355,32.69658,33.931534,33.371887
356,34.41379,31.758904,33.8273
357,32.61315,33.632107,33.75474
358,33.27325,34.15739,32.56936
359,32.333584,33.517776,34.148643
360,32.78052,33.50628,33.713203
361,33.53803,33.320187,33.141785
362,33.381443,32.4545,34.164062
363,33.19475,32.986195,33.819054
364,33.506104,33.897377,32.596516
365,32.742317,33.701843,33.55584
366,33.19598,32.42838,34.375645
367,33.309307,33.46684,33.223858
368,32.74222,33.877354,33.38042
369,33.130165,33.951828,32.91801
370,33.828236,32.97597,33.195793
371,33.10218,33.655315,33.242504
372,32.89423,33.046215,34.059547
373,33.246635,32.240337,34.513027
374,33.85456,34.371826,31.773605
375,33.97958,32.483166,33.53726
376,33.47245,33.604866,32.922688
377,33.774776,32.5403,33.68493
378,33.556435,32.570274,33.87329
379,32.320797,34.074017,33.605186
380,31.709934,34.160984,34.129086
381,33.927383,33.82218,32.25043
382,32.564724,33.97599,33.45929
383,33.53238,33.620922,32.846703
384,33.28652,33.140987,33.572495
385,33.962482,32.522194,33.515327
386,32.195057,33.80817,33.99678
387,33.125587,33.985336,32.88908
388,34.15038,33.013363,32.836254
389,32.831738,33.20092,33.96735
390,33.846916,33.14483,33.00825
391,32.592697,32.674923,34.732376
392,33.292217,33.340282,33.367496
393,32.330177,33.300583,34.369236
394,33.07061,36.082294,30.847094
395,33.51608,33.345856,33.138065
396,32.638195,34.05135,33.310455
397,33.17082,33.01806,33.811127
398,33.408703,34.131565,32.459736
399,33.05447,34.010475,32.93505
400,33.80402,33.751793,32.444183
401,33.353718,33.393375,33.252903
402,32.033546,36.368217,31.598234
403,33.20263,33.2868,33.51058
404,32.93397,33.775055,33.29097
405,32.74571,34.104618,33.14968
406,33.348885,33.955544,32.695568
407,33.136963,34.53885,32.324192
408,33.30968,34.142857,32.547466
409,32.669056,32.849724,34.48122
410,34.16464,32.344334,33.491024
411,32.789352,33.53562,33.675026
412,33.748295,33.152504,33.0992
413,33.94209,33.972378,32.085533
414,33.67025,34.286674,32.04307
415,34.715424,33.05753,32.227043
416,33.847668,33.573853,32.57848
417,34.050076,33.490856,32.459072
418,34.512054,32.97971,32.508232
419,33.710594,33.05556,33.233845
420,31.920015,35.343025,32.736958
421,34.95728,32.975643,32.067085
422,33.50683,34.84069,31.652477
423,32.62114,33.42988,33.948982
424,33.2057,32.893036,33.901257
425,33.29072,33.726357,32.982918
426,34.087975,34.203667,31.708363
427,33.95664,33.22028,32.823082
428,33.97549,33.626358,32.39815
429,33.413853,32.456257,34.129887
430,33.771755,34.31641,31.911835
431,32.386295,33.724613,33.889095
432,32.481613,33.58424,33.934147
433,34.61259,34.517902,30.86951
