,n,?,y
259,13.817093,14.586249,71.59666
260,13.385226,19.594543,67.02024
261,17.585835,12.369865,70.044304
262,46.616856,18.919317,34.46382
263,13.197348,17.020264,69.78238
264,16.249483,65.44338,18.307123
265,37.441315,38.50452,24.054165
266,15.482547,12.76008,71.75738
267,13.633569,19.390274,66.97616
268,22.1477,65.99155,11.860754
269,17.199608,12.422272,70.37811
270,18.556932,68.41075,13.032326
271,17.764933,12.329875,69.90519
272,24.720596,37.62678,37.65261
273,14.89314,13.364994,71.741875
274,67.63963,18.502909,13.857457
275,54.896343,33.351105,11.752549
276,20.987759,57.331764,21.680473
277,23.998896,26.483334,49.517773
278,48.405396,33.255642,18.33896
279,34.032524,36.45359,29.513884
280,62.704224,24.320087,12.975685
281,13.276937,20.94635,65.77671
282,23.824383,44.82947,31.346146
283,62.51763,25.619453,11.862919
284,66.843124,20.338898,12.817979
285,16.382305,67.54862,16.069075
286,19.66728,37.24567,43.087048
287,16.636791,30.916956,52.44625
288,23.948202,64.21376,11.838039
289,17.728355,23.974432,58.29722
290,14.821978,13.129616,72.0484
291,68.95145,17.02258,14.025967
292,27.413568,30.108019,42.47841
293,61.003918,15.101151,23.894928
294,52.71155,35.559944,11.728505
295,16.387226,65.30796,18.304817
296,14.092363,19.935976,65.971664
297,37.01846,16.276424,46.70511
298,14.276113,13.863871,71.860016
299,33.012886,56.061756,10.925353
300,64.304565,15.678726,20.016708
301,18.146645,29.83185,52.021503
302,67.06496,17.345867,15.589169
303,36.26763,16.246595,47.485775
304,29.301353,57.992363,12.706282
305,50.22712,18.396458,31.376425
306,14.246227,13.735795,72.01798
307,21.591478,66.574135,11.834381
308,44.418015,22.19746,33.384525
309,38.57648,15.044175,46.37934
310,30.869875,14.063094,55.067028
311,16.65154,67.8599,15.488558
312,64.15273,23.700901,12.146376
313,65.75454,21.618956,12.626505
314,18.78005,68.33842,12.8815365
315,38.84241,49.263245,11.894344
316,13.931765,22.093903,63.97434
317,18.850475,13.740995,67.40853
318,23.69665,58.29524,18.00812
319,65.494576,15.878251,18.62718
320,19.432402,56.441074,24.126532
321,13.060524,20.368004,66.57147
322,22.865622,13.885638,63.24874
323,66.37559,19.878548,13.745854
324,60.80368,15.42605,23.770267
325,16.038517,12.641491,71.31999
326,64.55136,15.89197,19.556675
327,18.62215,49.178143,32.199703
328,47.582157,32.70621,19.71163
329,16.475763,55.25075,28.273483
330,13.970603,20.363615,65.66579
331,14.030515,14.528441,71.44104
332,41.063786,15.940664,42.995544
333,19.81416,34.47541,45.710434
334,43.757835,14.867994,41.374172
335,35.278774,53.11498,11.606245
336,14.719232,13.240125,72.04065
337,61.23333,15.1720495,23.594622
338,13.420212,15.8268585,70.75292
339,57.240166,30.831007,11.928826
340,13.672601,24.581104,61.7463
341,21.448383,60.7909,17.760712
342,18.707102,15.981981,65.31091
343,16.513435,63.035877,20.450687
344,63.34641,15.802087,20.8515
345,45.42178,43.46761,11.110613
346,17.814144,12.333521,69.85234
347,20.331345,29.927406,49.741245
348,16.85991,68.881065,14.259021
349,29.779669,42.499126,27.721197
350,65.482765,16.106792,18.410435
351,47.693333,37.622765,14.683901
352,66.20029,19.67684,14.122876
353,17.247032,69.75972,12.993248
354,28.379604,19.514523,52.10588
355,19.305536,25.57827,55.116196
356,65.93031,16.811457,17.25823
357,47.79683,15.5282545,36.67491
358,47.473083,35.09236,17.434553
359,20.904343,67.19369,11.901969
360,17.836962,13.171211,68.99184
361,16.913002,68.62856,14.45844
362,17.478619,24.590387,57.93099
363,14.919517,13.330346,71.75014
364,35.37467,53.235878,11.389458
365,14.73307,13.6008005,71.66613
366,23.130806,15.18279,61.6864
367,66.85061,19.964417,13.184972
368,61.49885,15.882667,22.618479
369,36.55407,12.999341,50.446587
370,52.2199,18.523485,29.256624
371,28.208199,60.62804,11.163767
372,66.18495,17.574682,16.240364
373,52.668476,16.86335,30.468172
374,47.70259,26.686457,25.61096
375,17.644411,13.076875,69.27872
376,65.72118,19.435772,14.843048
377,66.82907,20.416494,12.754435
378,68.45101,17.719822,13.829168
379,14.619888,13.775312,71.6048
380,14.492628,14.141265,71.366104
381,17.108915,53.652374,29.238707
382,14.130193,15.554942,70.31486
383,39.51151,15.4926,44.995888
384,17.979603,12.330543,69.68985
385,65.90573,20.44608,13.648184
386,13.606347,20.603825,65.78983
387,67.932625,17.224346,14.843037
388,13.978998,14.473961,71.54704
389,21.937647,32.9205,45.14185
390,18.64461,29.772627,51.58276
391,21.976952,14.633974,63.389076
392,15.316853,12.809086,71.87406
393,13.570307,14.973365,71.45633
394,24.835573,62.802116,12.3623085
395,15.979359,12.808076,71.21256
396,60.765617,27.624718,11.609666
397,18.216331,14.637409,67.14626
398,25.11771,42.539444,32.34285
399,39.319477,15.011835,45.66869
400,46.61642,41.623886,11.759698
401,68.24236,17.7847,13.972935
402,65.60709,21.95195,12.440965
403,13.572423,14.761853,71.665726
404,63.23044,24.773367,11.996199
405,13.383043,15.934218,70.68273
406,18.854296,12.463203,68.682495
407,22.34644,12.239041,65.41452
408,16.683008,67.96577,15.351224
409,67.47751,17.209383,15.313107
410,27.692026,57.676785,14.631181
411,66.577354,16.740313,16.682331
412,64.20851,16.060974,19.730515
413,17.26552,59.90571,22.828775
414,17.344622,66.58907,16.066301
415,65.521935,18.296028,16.182049
416,19.638578,68.06563,12.295795
417,24.131533,13.516909,62.351555
418,13.471399,17.516457,69.01214
419,16.284964,12.56257,71.15246
420,13.4978695,15.180344,71.321785
421,65.64178,18.513117,15.845108
422,16.974697,67.60635,15.418941
423,14.166925,16.609903,69.22317
424,17.473057,25.350723,57.17622
425,16.31535,12.748029,70.936615
426,64.62232,22.975243,12.402428
427,64.60492,23.049416,12.345666
428,16.088,32.44225,51.469757
429,13.587946,15.255694,71.15636
430,20.587448,67.06117,12.351371
431,23.567257,63.555725,12.877017
432,65.991005,17.024921,16.984074
433,54.716473,33.616745,11.666785
