,n,?,y
220,15.787682,67.65087,16.561457
221,7.0652237,9.214423,83.72035
222,81.06582,9.891451,9.042728
223,36.09835,50.74674,13.154915
224,81.93353,7.4165835,10.6498785
225,77.61996,11.769906,10.61014
226,17.924389,25.527042,56.548565
227,86.11276,7.4017754,6.4854665
228,74.61871,16.839474,8.541808
229,32.848717,46.351948,20.799341
230,22.72578,14.312163,62.962055
231,52.818977,21.332888,25.848135
232,80.03224,11.734412,8.233348
233,78.19389,10.677009,11.129095
234,76.018555,13.280598,10.700841
235,82.44862,9.687082,7.8642936
236,5.974905,8.560785,85.46431
237,60.75539,16.18124,23.06337
238,70.266594,10.952473,18.78093
239,82.23533,8.584882,9.1797905
240,6.2015653,9.450016,84.34842
241,67.51503,15.043847,17.44112
242,78.342445,11.311901,10.34565
243,6.0262723,9.567639,84.40609
244,12.816519,23.61077,63.572712
245,26.037159,16.622692,57.340145
246,85.20144,7.427676,7.370875
247,7.8531003,83.66972,8.477179
248,72.34635,10.335816,17.31783
249,79.43494,10.753104,9.811965
250,64.72774,23.114477,12.157789
251,9.465514,10.574437,79.960045
252,84.69715,9.079146,6.2237015
253,5.8684616,9.73704,84.3945
254,6.200459,8.441222,85.358315
255,85.69869,8.253038,6.0482693
256,69.778206,19.13531,11.086479
257,85.51654,7.6250887,6.8583713
258,6.626937,10.04565,83.327415
259,14.836934,72.22985,12.933214
260,5.9154735,9.398825,84.68571
261,6.1957536,8.26066,85.54359
262,5.9068313,9.201476,84.89169
263,83.59914,7.8591003,8.541761
264,12.417973,17.865154,69.71687
265,85.26313,6.9168386,7.8200274
266,18.623827,10.866361,70.50981
267,5.9781337,10.089142,83.932724
268,6.129496,8.878935,84.99158
269,6.5965576,10.478801,82.92464
270,19.967869,62.39908,17.633057
271,6.24591,9.956614,83.79747
272,66.27241,24.060354,9.667233
273,10.012296,9.332627,80.65508
274,85.04343,7.630748,7.3258305
275,66.90338,20.143639,12.952977
276,84.13297,7.8714185,7.995613
277,86.15442,7.2306647,6.6149225
278,10.731038,11.699796,77.56916
279,20.716797,16.449087,62.83412
280,7.6559587,7.8653665,84.478676
281,8.409268,8.090771,83.49996
282,69.28783,21.030119,9.682056
283,84.324295,8.794276,6.8814287
284,83.37257,9.411249,7.2161875
285,76.92332,11.216864,11.859812
286,7.8584204,9.92521,82.21637
287,79.1922,10.0535145,10.754293
288,6.249389,9.202258,84.548355
289,78.553894,8.66883,12.777283
290,10.621289,72.431435,16.947275
291,6.109255,8.878968,85.01178
292,11.523104,42.974796,45.502106
293,86.12631,7.3052764,6.5684185
294,82.57581,9.077527,8.346662
295,49.337006,38.29512,12.367871
296,14.536407,25.643444,59.820145
297,78.48794,11.215428,10.296628
298,83.7158,8.24189,8.042314
299,83.91274,8.686936,7.400316
300,72.53161,10.403731,17.064657
301,83.66707,9.66101,6.6719213
302,84.09188,8.43772,7.4703956
303,85.84825,7.7762275,6.3755217
304,85.65454,8.274603,6.0708632
305,83.24723,8.876144,7.876612
306,21.637478,25.629574,52.732944
307,81.09223,7.2864265,11.621347
308,6.367409,8.263992,85.3686
309,83.72986,9.0760765,7.1940637
310,83.685844,8.733137,7.5810194
311,8.38893,8.342081,83.26899
312,17.96211,53.34553,28.692358
313,6.518846,9.481636,83.99952
314,59.65399,24.983068,15.362936
315,75.57122,14.041051,10.387723
316,59.27995,24.566101,16.15395
317,11.324101,75.930305,12.745603
318,8.370414,8.389066,83.240524
319,65.73883,23.80945,10.451714
320,6.113973,8.785175,85.100845
321,5.8950224,9.424405,84.68057
322,9.041813,7.6806455,83.277534
323,86.01271,7.426625,6.5606637
324,83.82428,8.763322,7.4124017
325,12.067077,75.00997,12.922955
326,52.508617,12.047248,35.44413
327,18.489475,69.45657,12.053947
328,12.351805,33.04679,54.601406
329,84.39569,7.230126,8.374186
330,7.6439157,8.031364,84.32472
331,6.344445,10.299606,83.35595
332,81.57338,10.141814,8.2848015
333,83.0614,9.609368,7.3292284
334,84.20679,8.786357,7.0068464
335,84.403206,7.9401026,7.6566978
336,7.232052,8.172576,84.59537
337,5.859734,10.002497,84.13777
338,56.079544,25.871485,18.048971
339,81.76532,9.749441,8.485238
340,7.7074223,84.421745,7.870832
341,86.10509,7.8988,5.9961195
342,63.650364,12.8077345,23.541904
343,11.040167,78.525566,10.434264
344,51.219864,33.144756,15.635384
345,82.74617,8.551269,8.702564
346,7.1756525,11.958643,80.86571
347,5.903624,10.123728,83.97265
348,83.91266,7.90933,8.178019
349,74.251144,9.211147,16.537706
350,84.295105,7.9528613,7.7520356
351,82.4624,7.3555126,10.182083
352,28.74136,55.473953,15.784695
353,74.03374,11.350068,14.616192
354,9.450133,9.729305,80.82056
355,86.25423,6.9875097,6.7582674
356,56.02216,13.746863,30.230978
357,5.9233084,9.52522,84.55147
358,62.536747,24.15022,13.313033
359,5.8959103,9.296645,84.80744
360,14.830073,16.761131,68.40879
361,13.895313,22.89991,63.204773
362,5.9224563,9.382965,84.69458
363,5.960022,8.837657,85.202324
364,77.37966,12.718527,9.901813
365,20.82921,23.57121,55.599583
366,5.9638367,8.81396,85.222206
367,35.971508,27.038427,36.990063
368,84.27899,8.183421,7.537585
369,9.234667,7.652439,83.11289
370,15.408607,43.97275,40.61864
371,84.37798,8.255102,7.3669114
372,20.561686,61.929928,17.508387
373,77.4535,13.02878,9.517723
374,83.30022,8.324977,8.374802
375,6.6584377,10.350444,82.99112
376,83.3933,7.4581614,9.1485405
377,22.096083,16.532215,61.3717
378,86.40539,6.9776444,6.616975
379,5.89231,9.172121,84.93556
380,6.2273693,9.372144,84.40048
381,16.411764,17.060133,66.52811
382,23.583918,10.652108,65.76398
383,7.415946,8.201602,84.382454
384,5.90761,9.593841,84.49855
385,9.358207,77.8023,12.839495
386,5.9919333,9.490414,84.517654
387,82.87518,11.156325,5.9684987
388,7.94686,13.719146,78.334
389,7.1909723,82.32543,10.48359
390,6.046313,8.144296,85.809395
391,5.898257,10.142935,83.95881
392,8.35216,83.48703,8.160811
393,5.8580337,10.003864,84.1381
394,64.58671,14.963187,20.450096
395,5.940456,10.163405,83.89613
396,6.1345425,9.133994,84.73147
397,17.630413,70.10509,12.264494
398,80.48546,7.9852805,11.529262
399,55.110123,28.493696,16.396187
400,79.36325,11.682317,8.954432
401,7.0532928,85.02978,7.91693
402,46.07267,13.950226,39.977104
403,5.8937154,9.269777,84.8365
404,82.22869,9.450134,8.321175
405,6.24961,8.776482,84.97391
406,83.65818,8.9424925,7.399338
407,5.8682723,9.821597,84.310135
408,67.484856,16.073174,16.441967
409,85.87907,7.1630692,6.957861
410,5.867223,9.822913,84.30986
411,82.526436,9.879482,7.5940857
412,6.1546535,8.681442,85.163895
413,23.375477,11.185989,65.43853
414,83.025894,9.883453,7.090653
415,13.297791,39.825172,46.87704
416,5.8904734,9.623802,84.485725
417,15.412979,14.330919,70.256096
418,15.918886,30.287304,53.793804
419,6.06735,8.652762,85.279884
420,78.75938,10.996337,10.244279
421,84.15268,7.9924335,7.8548894
422,14.785555,74.66432,10.550127
423,84.07886,8.141445,7.7796974
424,53.93046,12.434157,33.635384
425,21.562918,10.406257,68.03083
426,80.25579,9.046262,10.697952
427,7.301773,83.589714,9.108522
428,5.9289985,9.088217,84.98278
429,83.489975,7.5931444,8.916872
430,71.79786,14.214571,13.987576
431,14.222801,75.49208,10.285116
432,79.295105,10.537203,10.167693
433,36.415367,49.162914,14.421715
