,n,?,y
119,43.149517,37.1876,19.66289
120,43.744698,36.87028,19.385017
121,41.42609,37.253685,21.32023
122,25.829285,30.51598,43.654736
123,44.3052,36.541443,19.15336
124,41.62756,37.21446,21.157984
125,43.54654,36.979984,19.47347
126,45.192802,35.98983,18.817368
127,44.611366,36.354675,19.03396
128,29.968443,50.11974,19.911818
129,23.973179,28.514359,47.51246
130,46.10915,35.39922,18.491632
131,43.674053,36.956425,19.369516
132,49.70901,33.01117,17.27982
133,42.392246,37.4736,20.134153
134,42.678135,37.89793,19.423937
135,45.274826,35.937607,18.787561
136,46.078888,35.418926,18.50219
137,43.391197,37.063263,19.545538
138,27.77291,32.239746,39.987347
139,48.557755,33.779705,17.662546
140,43.90578,36.778202,19.316015
141,43.789062,36.84508,19.365858
142,27.142292,54.01432,18.843391
143,44.105427,36.660965,19.233606
144,43.821823,36.826107,19.35207
145,44.255814,36.571358,19.172829
146,43.029938,37.2449,19.725163
147,43.5886,36.957047,19.45435
148,43.0085,37.253963,19.73754
149,28.79297,32.52071,38.68631
150,26.802698,33.99199,39.205315
151,45.815117,35.590275,18.594608
152,47.361385,34.575375,18.063246
153,46.828503,34.927494,18.244001
154,28.863466,34.922157,36.214375
155,27.697758,33.322346,38.9799
156,43.31902,37.103165,19.577812
157,41.986813,37.51178,20.501406
158,44.88695,36.18294,18.930101
159,44.105427,36.660965,19.233606
160,42.962147,37.274,19.763855
161,42.53703,37.438404,20.024569
162,41.63324,37.78465,20.582113
163,27.822702,32.283237,39.89406
164,44.3052,36.541443,19.15336
165,27.629683,32.410137,39.96018
166,25.801928,30.500618,43.69746
167,40.364204,36.075615,23.56018
168,27.260977,34.009766,38.729256
169,26.573988,31.07198,42.354034
170,45.71272,35.656723,18.630558
171,40.600864,38.21524,21.183899
172,41.144867,38.00794,20.847189
173,22.502329,29.949274,47.548397
174,47.69432,34.354214,17.951471
175,44.70931,36.2939,18.996794
176,44.335712,36.523018,19.141264
177,35.058926,41.19461,23.746468
178,23.581821,28.096558,48.32162
179,29.13402,52.20307,18.662909
180,40.911995,38.459282,20.628729
181,26.116037,31.729599,42.15437
182,30.973906,48.814407,20.211681
183,44.25686,36.74481,18.998339
184,26.828857,31.53432,41.63682
185,44.267574,36.62621,19.106218
186,26.619434,32.951244,40.429325
187,26.466772,33.186317,40.34691
188,24.486027,29.122656,46.391323
189,42.679127,37.389652,19.931221
190,45.069347,36.06834,18.862312
191,45.340145,35.895924,18.763931
192,42.33342,37.483707,20.182873
193,42.318066,37.48882,20.193115
194,48.138786,34.058865,17.802353
195,45.99557,35.473263,18.53116
196,45.82862,35.581554,18.589827
197,43.43689,37.040348,19.522766
198,24.614498,29.501204,45.884304
199,41.354362,36.093082,22.552555
200,29.107649,33.005527,37.886826
201,26.434887,31.003454,42.56166
202,27.813923,32.825325,39.360744
203,40.072372,37.594913,22.332712
204,45.179157,36.013783,18.807056
205,39.840733,38.6573,21.501974
206,26.966658,31.573772,41.459568
207,41.7097,37.311466,20.978834
208,26.91085,32.574417,40.514732
209,45.96391,35.49373,18.542355
210,43.221985,37.150867,19.627153
211,42.066776,37.65867,20.274553
212,46.4904,35.149826,18.359781
213,27.125624,33.025463,39.848907
214,40.944595,39.008118,20.047283
215,25.947836,30.701042,43.351124
216,48.337166,33.926796,17.736032
217,27.647247,31.47665,40.8761
218,44.59883,36.383335,19.01783
219,45.432472,35.836937,18.730595
220,44.441742,36.45871,19.099546
221,25.792137,30.47425,43.733616
222,43.213306,37.154457,19.632235
223,46.190147,35.34638,18.463469
224,45.844563,35.584988,18.570446
225,44.917957,36.211876,18.870169
226,29.626625,33.152557,37.22082
227,44.413677,36.47567,19.11065
228,46.138794,35.345325,18.515882
229,41.975925,37.456097,20.567982
230,48.337616,33.927284,17.735098
231,45.221634,35.971577,18.806793
232,47.453,34.514267,18.032734
233,46.55579,35.11905,18.325165
234,44.072212,36.6808,19.246994
235,44.88695,36.18294,18.930101
236,25.411451,30.74691,43.84164
237,24.958076,29.762253,45.279667
238,44.162964,36.626987,19.210045
239,43.698452,36.89657,19.40498
240,25.07206,29.799944,45.12799
241,40.432785,40.34438,19.222843
242,44.350002,36.51443,19.135569
243,25.45735,30.989164,43.553482
244,29.180973,32.416546,38.402473
245,42.466713,37.455784,20.077501
246,42.258316,37.492134,20.249554
247,29.95683,50.37484,19.668331
248,26.933353,31.70861,41.35804
249,41.201702,36.904774,21.893532
250,41.222565,38.438313,20.339117
251,26.933039,32.11863,40.94833
252,46.050873,35.43714,18.511986
253,26.91864,31.602842,41.47852
254,25.87702,30.629147,43.49383
255,43.88114,36.792038,19.32682
256,45.71272,35.656723,18.630558
257,45.380993,35.869946,18.74906
258,24.640911,29.322952,46.03614
259,26.0028,31.480593,42.516605
260,25.365925,33.682907,40.951164
261,26.565197,31.744947,41.689854
262,26.694193,31.802723,41.503082
263,27.168175,33.949577,38.882248
264,24.909658,30.776173,44.314175
265,42.09697,37.52381,20.37922
266,26.424473,31.062922,42.512604
267,27.24231,33.671192,39.0865
268,27.684843,32.905655,39.4095
269,23.15493,29.97868,46.866398
270,45.516266,35.78313,18.700603
271,28.432312,31.88404,39.683647
272,42.35039,39.308376,18.341238
273,26.470453,31.85605,41.6735
274,44.88695,36.18294,18.930101
275,37.62817,24.69102,37.680817
276,46.92863,34.861473,18.209902
277,42.163883,37.724094,20.11202
278,43.280483,37.120674,19.59884
279,43.29467,37.113354,19.591976
280,23.339003,28.112877,48.548122
281,30.88125,32.248013,36.870743
282,44.198513,36.562775,19.238714
283,42.849487,37.322693,19.827814
284,46.44506,35.17957,18.375368
285,45.069347,36.06834,18.862312
286,26.682022,31.537506,41.78048
287,26.020346,32.389835,41.589825
288,27.969372,32.590668,39.439957
289,31.520254,34.226276,34.253468
290,29.521126,33.27749,37.201385
291,27.758244,33.026646,39.21511
292,26.696863,33.92829,39.374844
293,44.632576,36.341362,19.026064
294,41.985706,37.471428,20.542866
295,45.255863,35.94975,18.79439
296,27.171984,32.230057,40.597958
297,45.815117,35.590275,18.594608
298,43.705536,37.037823,19.256641
299,44.47226,36.440098,19.087645
300,47.437687,34.524754,18.037561
301,43.403862,37.05675,19.539385
302,41.8913,37.457935,20.650766
303,44.13867,36.642,19.219326
304,45.221634,35.971577,18.806793
305,46.879307,34.89401,18.226688
306,25.890518,32.57722,41.532265
307,46.244442,35.33552,18.420038
308,28.094473,32.88121,39.02431
309,43.30798,37.106583,19.585438
310,43.093155,37.213127,19.69372
311,23.361727,27.957901,48.680374
312,42.707016,37.559807,19.73318
313,45.893887,35.539368,18.56675
314,43.885048,36.901085,19.21386
315,45.03049,36.092663,18.876848
316,27.809593,31.54349,40.646915
317,42.955536,37.380413,19.66405
318,33.115974,31.77068,35.11335
319,47.297512,34.617607,18.084879
320,27.157434,31.638506,41.20406
321,26.343828,31.071505,42.584663
322,27.01507,33.500526,39.48441
323,42.910217,37.29718,19.792599
324,45.36764,35.878437,18.753923
325,26.171234,31.089052,42.739708
326,48.3719,33.903824,17.724276
327,26.894356,29.987217,43.118427
328,25.591957,30.286613,44.121437
329,42.438065,37.47019,20.09174
330,23.172483,29.854435,46.973076
331,27.12831,32.711052,40.160637
332,45.432472,35.836937,18.730595
333,41.794197,37.39675,20.809052
334,42.711456,37.37864,19.909899
335,42.937737,37.28464,19.777622
336,26.256756,32.69099,41.052258
337,25.068665,30.20402,44.72731
338,26.676079,32.187096,41.13683
339,42.687424,37.387638,19.924938
340,43.485756,37.013374,19.500868
341,43.461575,37.025875,19.512547
342,42.438065,37.47019,20.09174
343,44.255814,36.571358,19.172829
344,44.93209,36.154686,18.913218
345,42.807724,37.34407,19.848204
346,24.618467,29.321564,46.059975
347,25.002653,30.776905,44.220436
348,42.601185,37.415596,19.983225
349,43.43701,37.104214,19.458769
350,45.984287,35.48046,18.535248
351,44.69555,36.302364,19.00208
352,43.542213,37.43317,19.024616
353,44.93209,36.154686,18.913218
354,23.322495,28.279097,48.39841
355,43.614967,36.942757,19.442276
356,46.44506,35.17957,18.375368
357,24.15895,29.301596,46.539455
358,41.510582,38.052185,20.437231
359,27.08115,32.54293,40.375923
360,27.725548,33.46237,38.812084
361,28.298851,32.240303,39.46085
362,26.114834,31.51031,42.374863
363,26.508595,31.48727,42.00414
364,43.98581,36.731262,19.282923
365,27.553146,33.347973,39.098885
366,30.425438,32.151363,37.4232
367,44.24366,36.578476,19.177856
368,46.330383,35.254692,18.414928
369,27.00156,33.25595,39.742485
370,26.761019,31.977388,41.261593
371,42.5673,37.426407,20.006296
372,44.765057,36.259476,18.975468
373,43.431644,37.042065,19.526293
374,44.36606,36.50466,19.129272
375,28.511572,33.08707,38.401352
376,43.05401,37.2316,19.714397
377,43.744698,36.87028,19.385017
378,42.807724,37.34407,19.848204
379,26.538872,33.35087,40.110268
380,27.240858,31.840908,40.918232
381,26.606798,33.189476,40.203728
382,26.519934,31.178375,42.301697
383,26.914215,32.965443,40.120346
384,25.411903,30.336506,44.251595
385,42.910217,37.29718,19.792599
386,26.84048,35.376163,37.783356
387,44.948444,36.144405,18.907154
388,27.51611,33.662525,38.821373
389,25.71204,56.600666,17.687294
390,25.871876,30.811256,43.316864
391,25.235697,30.006674,44.75762
392,30.394182,49.977375,19.628445
393,27.348698,32.0965,40.554802
394,25.450409,30.64349,43.906097
395,27.05539,33.103466,39.841145
396,25.836647,33.79196,40.371387
397,45.516266,35.78313,18.700603
398,43.592785,37.014282,19.39293
399,49.125088,33.511185,17.363726
400,35.98467,31.771368,32.24396
401,24.251118,58.920334,16.828547
402,44.967335,36.13244,18.900223
403,25.809093,30.493603,43.69731
404,42.487423,37.450645,20.061937
405,28.12366,34.057762,37.818584
406,45.063866,36.07155,18.864588
407,25.394463,30.017475,44.588055
408,42.81322,37.33749,19.849297
409,42.035343,37.54398,20.42067
410,25.76735,31.311872,42.92078
411,43.093155,37.213127,19.69372
412,26.304918,30.94668,42.748405
413,26.895061,31.483734,41.62121
414,42.043453,37.49572,20.460827
415,26.63285,31.424417,41.94273
416,24.786865,29.382092,45.831047
417,27.043915,32.13042,40.825665
418,26.69659,32.318512,40.984898
419,27.200502,32.07138,40.728115
420,44.765057,36.259476,18.975468
421,48.990883,33.49081,17.518303
422,46.664093,35.03572,18.300186
423,42.973824,37.268986,19.757196
424,42.47035,37.457615,20.07204
425,26.409721,31.170654,42.41963
426,43.280483,37.120674,19.59884
427,31.814135,47.652668,20.533201
428,27.338856,30.960503,41.70064
429,43.0085,37.253963,19.73754
430,41.622124,36.77074,21.60714
431,43.67287,36.910564,19.416565
432,50.740612,32.319927,16.93946
433,44.60132,36.360653,19.038025
