,republican,democrat
302,57.207447,42.792557
303,40.71258,59.287422
304,41.23744,58.76256
305,58.684013,41.315987
306,58.844246,41.155754
307,59.704826,40.295174
308,40.407246,59.592754
309,40.22118,59.77882
310,59.543007,40.456993
311,40.496258,59.50374
312,59.757095,40.242905
313,41.551575,58.44842
314,59.834404,40.1656
315,40.398087,59.60191
316,55.974434,44.025562
317,56.245834,43.75417
318,42.902775,57.097233
319,59.69482,40.30518
320,40.115955,59.88404
321,40.386913,59.61309
322,40.237778,59.762215
323,41.326557,58.673443
324,40.941013,59.058987
325,59.82634,40.17366
326,56.339825,43.66017
327,59.87002,40.129982
328,59.51499,40.485
329,46.784485,53.215523
330,40.32196,59.678043
331,40.3774,59.622604
332,53.0301,46.96989
333,58.200603,41.7994
334,40.574257,59.425743
335,58.991768,41.008232
336,40.482635,59.517365
337,52.06663,47.933376
338,42.36492,57.635082
339,59.66054,40.339466
340,49.687157,50.31284
341,44.330685,55.66932
342,40.31122,59.68878
343,41.1505,58.849503
344,59.47077,40.52923
345,50.171696,49.8283
346,41.12314,58.876865
347,55.934654,44.065346
348,59.8833,40.116695
349,40.429794,59.570206
350,41.670033,58.329964
351,41.710342,58.289654
352,58.964394,41.035606
353,40.465244,59.53475
354,46.833633,53.166367
355,59.148003,40.851994
356,53.284527,46.71548
357,58.035164,41.964836
358,59.788883,40.211113
359,40.518517,59.481483
360,43.28532,56.714684
361,47.53801,52.461987
362,59.621357,40.378647
363,59.509,40.491005
364,49.41347,50.586533
365,59.73192,40.268074
366,57.206432,42.793568
367,40.461376,59.53862
368,59.746925,40.253075
369,41.066105,58.933903
370,41.243233,58.756767
371,59.45552,40.54448
372,49.682655,50.31735
373,40.623695,59.376305
374,41.70641,58.293587
375,58.064716,41.935284
376,57.33921,42.66079
377,40.181137,59.81886
378,59.755318,40.244682
379,46.586697,53.413307
380,43.322586,56.677414
381,41.71553,58.284473
382,51.430428,48.569576
383,40.703426,59.296577
384,41.497894,58.5021
385,59.744446,40.25555
386,41.9835,58.01649
387,45.590218,54.409782
388,59.83573,40.16427
389,40.89529,59.10471
390,40.213943,59.786057
391,42.299816,57.700188
392,40.56831,59.43169
393,49.091217,50.90878
394,40.816315,59.183685
395,40.165756,59.834244
396,59.735767,40.26423
397,46.576508,53.42349
398,41.63809,58.36191
399,40.847267,59.15273
400,40.365128,59.634876
401,59.720493,40.27951
402,59.624027,40.375965
403,41.62315,58.376854
404,50.9353,49.0647
405,58.687748,41.312252
406,51.868965,48.13104
407,41.895287,58.104706
408,56.95555,43.04445
409,51.874184,48.125813
410,51.340286,48.65971
411,59.64703,40.352974
412,40.93845,59.061558
413,40.47698,59.523018
414,42.470634,57.52936
415,59.68305,40.316956
416,59.419147,40.580853
417,58.816658,41.183346
418,40.56464,59.43536
419,40.226562,59.773445
420,52.768433,47.231564
421,41.74556,58.25444
422,48.802982,51.197018
423,41.561153,58.438843
424,40.234505,59.765495
425,57.834064,42.16593
426,40.889523,59.11048
427,40.91486,59.085144
428,40.810562,59.189438
429,57.8754,42.12459
430,41.930916,58.06908
431,58.80977,41.190235
432,56.85488,43.14512
433,40.946434,59.053566
