,y,?,n
260,30.999794,34.488914,34.511288
261,31.353859,33.675293,34.970856
262,33.361782,33.925392,32.71283
263,30.948269,35.02896,34.022774
264,30.974092,34.03841,34.987495
265,34.23452,31.176785,34.5887
266,33.76809,34.410664,31.821245
267,32.26789,32.78603,34.94608
268,29.745209,32.742996,37.51179
269,31.003614,33.77283,35.22356
270,35.512547,29.814089,34.673367
271,34.885033,30.85112,34.263847
272,33.749702,33.986843,32.263462
273,35.93636,32.625057,31.438585
274,35.425316,34.40361,30.171076
275,34.800842,30.55449,34.64467
276,26.67383,33.04138,40.28479
277,30.077065,40.39842,29.52452
278,35.214977,30.888933,33.896088
279,33.68241,31.245905,35.07168
280,33.117847,32.242455,34.639698
281,37.55254,30.134499,32.312958
282,36.294643,31.565784,32.13957
283,30.36871,34.735752,34.895542
284,35.011703,30.761906,34.22639
285,29.306189,35.40103,35.29278
286,36.739643,33.28148,29.97888
287,36.443237,33.810375,29.746393
288,36.07216,33.467884,30.459959
289,36.268173,32.77975,30.952068
290,33.375763,30.65382,35.970417
291,35.12184,35.07253,29.805628
292,35.04683,35.927067,29.02611
293,34.824005,33.783173,31.392818
294,34.432064,34.658955,30.908987
295,33.41169,35.974503,30.6138
296,17.826834,38.49966,43.67351
297,33.22459,33.381294,33.39411
298,41.676315,29.524952,28.798733
299,33.124043,34.386913,32.489044
300,38.503307,32.047737,29.44895
301,31.58474,35.022892,33.392372
302,31.415707,35.37014,33.21415
303,35.31146,34.380024,30.308521
304,33.74197,33.307327,32.950695
305,33.255917,32.5479,34.19619
306,26.291615,31.306177,42.402203
307,34.207127,34.211582,31.58129
308,36.547985,26.345154,37.10686
309,32.737152,32.633335,34.629513
310,37.75927,32.869442,29.371288
311,34.681847,34.812183,30.505974
312,28.432667,35.624367,35.94297
313,34.738636,29.490047,35.77132
314,33.966522,33.998226,32.035248
315,34.633385,32.46685,32.89977
316,33.186512,33.277695,33.53579
317,33.289295,34.629395,32.081314
318,35.7847,31.089407,33.125896
319,31.077469,32.536076,36.386456
320,38.65987,28.978746,32.36139
321,36.092785,31.80624,32.10097
322,33.026997,27.970085,39.002914
323,35.8564,28.62881,35.51479
324,34.685055,31.24928,34.065666
325,35.87851,30.604156,33.517326
326,34.879017,34.749035,30.371946
327,29.785868,35.89492,34.319214
328,33.192028,33.161892,33.64608
329,35.35429,30.052113,34.593594
330,29.999998,35.025936,34.974064
331,28.34646,35.10691,36.546627
332,30.411333,34.439644,35.14902
333,33.694214,32.478664,33.827126
334,36.96403,26.807182,36.228786
335,28.795776,25.545008,45.659214
336,31.836002,33.88029,34.283707
337,36.30436,28.056347,35.639286
338,33.82419,35.726284,30.449524
339,36.85343,29.783195,33.363377
340,32.699318,33.43211,33.868572
341,34.816387,31.27522,33.908398
342,32.74519,33.022335,34.232475
343,34.73996,32.119347,33.140694
344,33.28221,33.26385,33.453938
345,35.30844,33.889935,30.80162
346,35.558178,27.021902,37.419914
347,33.849083,32.711456,33.439457
348,34.51627,31.285774,34.197964
349,33.59011,33.962296,32.44759
350,35.441128,32.990616,31.568258
351,31.097168,33.34645,35.55638
352,33.88028,35.950504,30.169224
353,35.514362,31.572598,32.913044
354,30.836222,34.675045,34.488735
355,34.17332,38.151474,27.675205
356,31.762924,33.931934,34.30514
357,29.029053,36.2103,34.760647
358,31.641058,34.864323,33.494614
359,36.700817,25.740396,37.55878
360,35.366814,31.98308,32.65011
361,34.218422,33.451885,32.329697
362,38.003365,25.533226,36.463413
363,33.50739,33.970554,32.522057
364,32.994022,32.060154,34.945824
365,33.603333,31.758106,34.63856
366,33.755768,28.544327,37.6999
367,42.10131,25.767124,32.13157
368,37.81756,30.726465,31.455978
369,28.868917,35.426743,35.704346
370,38.424683,22.773705,38.801617
371,34.52141,33.09492,32.383667
372,29.16182,32.987423,37.850754
373,35.81809,33.618362,30.563549
374,31.025467,33.02754,35.946995
375,33.912067,34.765633,31.322298
376,39.322697,33.938293,26.73901
377,33.681747,33.0885,33.22975
378,36.245502,36.453114,27.301384
379,33.67376,34.33265,31.99359
380,31.590578,34.325336,34.084084
381,34.621925,32.87565,32.50243
382,34.548603,32.991364,32.46003
383,33.662617,33.11294,33.224445
384,30.769285,32.87982,36.350895
385,30.597311,36.04756,33.35513
386,30.90946,33.02401,36.06653
387,34.74311,33.490093,31.766792
388,36.506363,29.286972,34.206665
389,37.416115,28.475914,34.10798
390,29.981474,36.093258,33.925266
391,37.181652,33.108986,29.70936
392,38.409542,29.653416,31.937042
393,32.83401,33.72268,33.443306
394,32.647186,27.819357,39.53345
395,30.688461,35.03111,34.28043
396,36.400803,30.014034,33.58516
397,32.93635,31.722763,35.34089
398,36.3912,31.264898,32.343895
399,45.875076,25.371847,28.753075
400,33.061295,31.445065,35.49364
401,27.751923,32.723934,39.524143
402,30.32039,36.558037,33.121574
403,37.73328,33.093372,29.173347
404,34.94294,34.38062,30.676443
405,39.546097,33.223595,27.230305
406,34.561466,32.64137,32.797165
407,34.560196,33.289906,32.149895
408,36.887592,27.401426,35.710983
409,31.924337,33.97363,34.102028
410,30.52376,34.45784,35.018406
411,35.082874,34.07982,30.837301
412,30.106485,33.52016,36.373356
413,34.93052,34.71573,30.353748
414,31.488556,35.009266,33.502182
415,36.73385,35.76216,27.50399
416,33.53439,35.392185,31.073427
417,37.358734,23.826752,38.81451
418,35.828663,34.53657,29.634771
419,31.854748,35.577244,32.568012
420,40.86828,31.965643,27.166075
421,32.323727,33.264687,34.411587
422,34.921467,25.082285,39.99625
423,33.8224,34.458725,31.718878
424,32.839066,31.451538,35.7094
425,31.545452,32.54639,35.908157
426,32.804363,35.673943,31.521698
427,37.17697,32.056305,30.76672
428,33.062706,31.9211,35.016193
429,38.35608,26.560064,35.083855
430,32.882645,33.271908,33.845448
431,33.036396,31.112368,35.85124
432,37.584225,33.43407,28.981697
433,33.472664,34.420883,32.106445
